Voltage,Decay_Time,Decay_Slope,Real_Tau,Tau_Fast,Tau_Slow,Species,Recording,replicate,Date,Venom,Set
5,1.91268456,0.551369429,,,,Mouse,activation,1,Oct_21_16,No,6
10,1.604668736,0.619198203,,,,Mouse,activation,1,Oct_21_16,No,6
15,1.60419786,0.604185045,,,,Mouse,activation,1,Oct_21_16,No,6
20,1.399199128,0.634100735,,,,Mouse,activation,1,Oct_21_16,No,6
25,1.477404118,0.5756827,,,,Mouse,activation,1,Oct_21_16,No,6
30,1.35500586,0.569425285,,,,Mouse,activation,1,Oct_21_16,No,6
35,1.183259606,0.598580539,,,,Mouse,activation,1,Oct_21_16,No,6
40,1.141681433,0.561707914,,,,Mouse,activation,1,Oct_21_16,No,6
45,1.127458453,0.536120057,,,,Mouse,activation,1,Oct_21_16,No,6
50,0.987226963,0.537081659,,,,Mouse,activation,1,Oct_21_16,No,6
55,1.007055283,0.490575403,,,,Mouse,activation,1,Oct_21_16,No,6
60,0.825201213,0.522313058,,,,Mouse,activation,1,Oct_21_16,No,6
65,0.778633893,0.474802643,,,,Mouse,activation,1,Oct_21_16,No,6
70,0.674196064,0.466337711,,,,Mouse,activation,1,Oct_21_16,No,6
75,0.572596431,0.45264101,,,,Mouse,activation,1,Oct_21_16,No,6
80,0.511527061,0.45449385,,,,Mouse,activation,1,Oct_21_16,No,6
85,0.460090011,0.329154074,,,,Mouse,activation,1,Oct_21_16,No,6
90,0.340544671,0.354614615,,,,Mouse,activation,1,Oct_21_16,No,6
-80,0.081375308,0.219725728,,,,Gmouse,activation,1,Oct_21_16,No,6
-75,0.128359318,0.170899332,,,,Gmouse,activation,1,Oct_21_16,No,6
-70,0.221671537,0.103759624,,,,Gmouse,activation,1,Oct_21_16,No,6
-65,0.267286748,0.063171148,,,,Gmouse,activation,1,Oct_21_16,No,6
-60,0.111100316,0.117492877,,,,Gmouse,activation,1,Oct_21_16,No,6
-55,0.14724189,0.122070983,,,,Gmouse,activation,1,Oct_21_16,No,6
-50,0.132957026,0.086974762,,,,Gmouse,activation,1,Oct_21_16,No,6
-45,0.018590234,0.372313023,,,,Gmouse,activation,1,Oct_21_16,No,6
-40,0.041522887,0.134276837,,,,Gmouse,activation,1,Oct_21_16,No,6
-35,0.028636472,0.369261295,,,,Gmouse,activation,1,Oct_21_16,No,6
-30,0.029250111,0.256346673,,,,Gmouse,activation,1,Oct_21_16,No,6
-25,0.080182128,0.167846039,,,,Gmouse,activation,1,Oct_21_16,No,6
-20,0.150549591,0.140380323,,,,Gmouse,activation,1,Oct_21_16,No,6
-15,2.351238966,0.017697847,,,,Gmouse,activation,1,Oct_21_16,No,6
-10,3.886149645,0.048195731,,,,Gmouse,activation,1,Oct_21_16,No,6
-5,2.627971172,0.16431886,,,,Gmouse,activation,1,Oct_21_16,No,6
0,1.758050919,0.365654111,,,,Gmouse,activation,1,Oct_21_16,No,6
5,1.390158892,0.553458095,,,,Gmouse,activation,1,Oct_21_16,No,6
10,1.087269068,0.677202225,,,,Gmouse,activation,1,Oct_21_16,No,6
15,1.020768523,0.724365711,,,,Gmouse,activation,1,Oct_21_16,No,6
20,0.82489264,0.79685998,,,,Gmouse,activation,1,Oct_21_16,No,6
25,0.688673019,0.829242587,,,,Gmouse,activation,1,Oct_21_16,No,6
30,0.593189716,0.824955463,,,,Gmouse,activation,1,Oct_21_16,No,6
35,0.572797954,0.714765131,,,,Gmouse,activation,1,Oct_21_16,No,6
40,0.486374021,0.720127523,,,,Gmouse,activation,1,Oct_21_16,No,6
45,0.368765593,0.716247559,,,,Gmouse,activation,1,Oct_21_16,No,6
50,0.238544762,0.843810141,,,,Gmouse,activation,1,Oct_21_16,No,6
55,0.155832976,0.776673436,,,,Gmouse,activation,1,Oct_21_16,No,6
60,0.048758343,0.796513319,,,,Gmouse,activation,1,Oct_21_16,No,6
65,0.012750048,0.512693346,,,,Gmouse,activation,1,Oct_21_16,No,6
70,0.058453832,0.592038751,,,,Gmouse,activation,1,Oct_21_16,No,6
75,0.033764835,0.466917157,,,,Gmouse,activation,1,Oct_21_16,No,6
80,0.027591346,0.418089211,,,,Gmouse,activation,1,Oct_21_16,No,6
85,0.032052141,0.173952848,,,,Gmouse,activation,1,Oct_21_16,No,6
90,0.005378069,0.500486374,,,,Gmouse,activation,1,Oct_21_16,No,6
-80,0.062059939,0.204466999,,,,Gmouse,activation,2,Oct_21_16,No,6
-75,0.059594821,0.338743836,,,,Gmouse,activation,2,Oct_21_16,No,6
-70,0.063000239,0.085448891,,,,Gmouse,activation,2,Oct_21_16,No,6
-65,0.128860489,0.112914607,,,,Gmouse,activation,2,Oct_21_16,No,6
-60,0.020125076,0.219725728,,,,Gmouse,activation,2,Oct_21_16,No,6
-55,0.034054182,0.112914607,,,,Gmouse,activation,2,Oct_21_16,No,6
-50,0.042954709,0.134276837,,,,Gmouse,activation,2,Oct_21_16,No,6
-45,0.072947644,0.057983179,,,,Gmouse,activation,2,Oct_21_16,No,6
-40,0.042777941,0.247191444,,,,Gmouse,activation,2,Oct_21_16,No,6
-35,0.03149952,0.21362631,,,,Gmouse,activation,2,Oct_21_16,No,6
-30,0.055868138,0.161742553,,,,Gmouse,activation,2,Oct_21_16,No,6
-25,0.068313517,0.253294945,,,,Gmouse,activation,2,Oct_21_16,No,6
-20,0.374857157,0.064697266,,,,Gmouse,activation,2,Oct_21_16,No,6
-15,3.589893103,0.028470049,,,,Gmouse,activation,2,Oct_21_16,No,6
-10,3.242443562,0.086949691,,,,Gmouse,activation,2,Oct_21_16,No,6
-5,2.428262949,0.193159059,,,,Gmouse,activation,2,Oct_21_16,No,6
0,1.844938517,0.294843435,,,,Gmouse,activation,2,Oct_21_16,No,6
5,1.493583918,0.369119078,,,,Gmouse,activation,2,Oct_21_16,No,6
10,1.334668994,0.417197078,,,,Gmouse,activation,2,Oct_21_16,No,6
15,1.245622039,0.420726746,,,,Gmouse,activation,2,Oct_21_16,No,6
20,1.023052454,0.452375054,,,,Gmouse,activation,2,Oct_21_16,No,6
25,0.880461752,0.463904172,,,,Gmouse,activation,2,Oct_21_16,No,6
30,0.870631099,0.433164746,,,,Gmouse,activation,2,Oct_21_16,No,6
35,0.786482096,0.434061676,,,,Gmouse,activation,2,Oct_21_16,No,6
40,0.722118258,0.400695741,,,,Gmouse,activation,2,Oct_21_16,No,6
45,0.56419754,0.413513154,,,,Gmouse,activation,2,Oct_21_16,No,6
50,0.45108518,0.394374311,,,,Gmouse,activation,2,Oct_21_16,No,6
55,0.346517622,0.343322456,,,,Gmouse,activation,2,Oct_21_16,No,6
60,0.222178712,0.323791295,,,,Gmouse,activation,2,Oct_21_16,No,6
65,0.077047594,0.451658428,,,,Gmouse,activation,2,Oct_21_16,No,6
70,0.009356472,0.308226377,,,,Gmouse,activation,2,Oct_21_16,No,6
75,0.229541242,0.028599355,,,,Gmouse,activation,2,Oct_21_16,No,6
80,0.036836505,0.10070762,,,,Gmouse,activation,2,Oct_21_16,No,6
85,0.13791357,0.152587309,,,,Gmouse,activation,2,Oct_21_16,No,6
90,0.07758829,0.289921403,,,,Gmouse,activation,2,Oct_21_16,No,6
-80,0.187131345,0.100708127,,,,Gmouse,activation,3,Oct_21_16,No,6
-75,0.06299904,0.17700465,,,,Gmouse,activation,3,Oct_21_16,No,6
-70,0.057520863,0.28076601,,,,Gmouse,activation,3,Oct_21_16,No,6
-65,0.064800248,0.213622227,,,,Gmouse,activation,3,Oct_21_16,No,6
-60,0.066566288,0.161742553,,,,Gmouse,activation,3,Oct_21_16,No,6
-55,0.051614653,0.253294945,,,,Gmouse,activation,3,Oct_21_16,No,6
-50,0.055999145,0.219729915,,,,Gmouse,activation,3,Oct_21_16,No,6
-45,0.125,0.077820465,,,,Gmouse,activation,3,Oct_21_16,No,6
-40,0.252036542,0.082397558,,,,Gmouse,activation,3,Oct_21_16,No,6
-35,0.053454749,0.10070762,,,,Gmouse,activation,3,Oct_21_16,No,6
-30,0.146833897,0.088500641,,,,Gmouse,activation,3,Oct_21_16,No,6
-25,0.05201282,0.262445152,,,,Gmouse,activation,3,Oct_21_16,No,6
-20,0.499727279,0.042375863,,,,Gmouse,activation,3,Oct_21_16,No,6
-15,3.076467037,0.02630575,,,,Gmouse,activation,3,Oct_21_16,No,6
-10,3.063749313,0.100093298,,,,Gmouse,activation,3,Oct_21_16,No,6
-5,2.267654896,0.243798316,,,,Gmouse,activation,3,Oct_21_16,No,6
0,1.692196131,0.438416988,,,,Gmouse,activation,3,Oct_21_16,No,6
5,1.318982601,0.634612978,,,,Gmouse,activation,3,Oct_21_16,No,6
10,0.940531909,0.850552619,,,,Gmouse,activation,3,Oct_21_16,No,6
15,0.888609231,0.887099743,,,,Gmouse,activation,3,Oct_21_16,No,6
20,0.743916094,0.959269166,,,,Gmouse,activation,3,Oct_21_16,No,6
25,0.722531974,0.926768005,,,,Gmouse,activation,3,Oct_21_16,No,6
30,0.550097525,0.986589611,,,,Gmouse,activation,3,Oct_21_16,No,6
35,0.604888678,0.878288805,,,,Gmouse,activation,3,Oct_21_16,No,6
40,0.46961391,0.953979254,,,,Gmouse,activation,3,Oct_21_16,No,6
45,0.372267067,0.935974181,,,,Gmouse,activation,3,Oct_21_16,No,6
50,0.277075112,0.879210472,,,,Gmouse,activation,3,Oct_21_16,No,6
55,0.164503604,0.875855148,,,,Gmouse,activation,3,Oct_21_16,No,6
60,0.070374176,0.912480831,,,,Gmouse,activation,3,Oct_21_16,No,6
65,0.085355163,0.094604135,,,,Gmouse,activation,3,Oct_21_16,No,6
70,0.057093967,0.195311755,,,,Gmouse,activation,3,Oct_21_16,No,6
75,0.043981299,0.161742553,,,,Gmouse,activation,3,Oct_21_16,No,6
80,0.032400742,0.213618159,,,,Gmouse,activation,3,Oct_21_16,No,6
85,0.08468885,0.186156511,,,,Gmouse,activation,3,Oct_21_16,No,6
90,0.060319379,0.286864132,,,,Gmouse,activation,3,Oct_21_16,No,6
-80,0.075598843,0.076295108,,,,Gmouse,activation,4,Oct_21_16,No,6
-75,0.091798596,0.106813155,,,,Gmouse,activation,4,Oct_21_16,No,6
-70,0.073956802,0.140380323,,,,Gmouse,activation,4,Oct_21_16,No,6
-65,0.064800248,0.213622227,,,,Gmouse,activation,4,Oct_21_16,No,6
-60,0.103889287,0.090026513,,,,Gmouse,activation,4,Oct_21_16,No,6
-55,0.051717602,0.204463094,,,,Gmouse,activation,4,Oct_21_16,No,6
-50,0.047525592,0.173952848,,,,Gmouse,activation,4,Oct_21_16,No,6
-45,0.036616221,0.357047498,,,,Gmouse,activation,4,Oct_21_16,No,6
-40,0.030573646,0.207518741,,,,Gmouse,activation,4,Oct_21_16,No,6
-35,0.023400089,0.106811114,,,,Gmouse,activation,4,Oct_21_16,No,6
-30,0.015065275,0.140380323,,,,Gmouse,activation,4,Oct_21_16,No,6
-25,0.011025042,0.244139701,,,,Gmouse,activation,4,Oct_21_16,No,6
-20,2.092282057,0.00179556,,,,Gmouse,activation,4,Oct_21_16,No,6
-15,4.405433178,0.023286333,,,,Gmouse,activation,4,Oct_21_16,No,6
-10,3.186633825,0.11790067,,,,Gmouse,activation,4,Oct_21_16,No,6
-5,2.198462248,0.368698776,,,,Gmouse,activation,4,Oct_21_16,No,6
0,1.760985017,0.597828627,,,,Gmouse,activation,4,Oct_21_16,No,6
5,1.399611235,0.779407978,,,,Gmouse,activation,4,Oct_21_16,No,6
10,1.284342289,0.85484767,,,,Gmouse,activation,4,Oct_21_16,No,6
15,1.101681471,0.932395935,,,,Gmouse,activation,4,Oct_21_16,No,6
20,1.004206896,0.95966053,,,,Gmouse,activation,4,Oct_21_16,No,6
25,0.975596845,0.941883445,,,,Gmouse,activation,4,Oct_21_16,No,6
30,0.885176837,0.94364053,,,,Gmouse,activation,4,Oct_21_16,No,6
35,0.818623126,0.922962308,,,,Gmouse,activation,4,Oct_21_16,No,6
40,0.761069238,0.915731132,,,,Gmouse,activation,4,Oct_21_16,No,6
45,0.712943435,0.859883606,,,,Gmouse,activation,4,Oct_21_16,No,6
50,0.595543921,0.887189507,,,,Gmouse,activation,4,Oct_21_16,No,6
55,0.464716524,0.901140988,,,,Gmouse,activation,4,Oct_21_16,No,6
60,0.402532965,0.818394721,,,,Gmouse,activation,4,Oct_21_16,No,6
65,0.310782105,0.772400677,,,,Gmouse,activation,4,Oct_21_16,No,6
70,0.243820205,0.692443788,,,,Gmouse,activation,4,Oct_21_16,No,6
75,0.142545596,0.611878157,,,,Gmouse,activation,4,Oct_21_16,No,6
80,0.051791608,0.497434616,,,,Gmouse,activation,4,Oct_21_16,No,6
85,0.030694332,0.064697392,,,,Gmouse,activation,4,Oct_21_16,No,6
90,0.746156693,0.072021209,,,,Gmouse,activation,4,Oct_21_16,No,6
-80,0.098437876,0.097655877,,,,Mouse,activation,2,Oct_21_16,No,6
-75,0.036345601,0.31738767,,,,Mouse,activation,2,Oct_21_16,No,6
-70,0.073000282,0.192260012,,,,Mouse,activation,2,Oct_21_16,No,6
-65,0.069056638,0.158693835,,,,Mouse,activation,2,Oct_21_16,No,6
-60,0.033352431,0.155642018,,,,Mouse,activation,2,Oct_21_16,No,6
-55,0.033750128,0.256346673,,,,Mouse,activation,2,Oct_21_16,No,6
-50,0.053507052,0.222777471,,,,Mouse,activation,2,Oct_21_16,No,6
-45,0.014380489,0.280760646,,,,Mouse,activation,2,Oct_21_16,No,6
-40,0.059220225,0.152587309,,,,Mouse,activation,2,Oct_21_16,No,6
-35,0.049240626,0.265506983,,,,Mouse,activation,2,Oct_21_16,No,6
-30,0.020655816,0.186156511,,,,Mouse,activation,2,Oct_21_16,No,6
-25,0.039076097,0.241087943,,,,Mouse,activation,2,Oct_21_16,No,6
-20,1.884845734,0.006268725,,,,Mouse,activation,2,Oct_21_16,No,6
-15,3.015749216,0.029856998,,,,Mouse,activation,2,Oct_21_16,No,6
-10,2.627428055,0.118274413,,,,Mouse,activation,2,Oct_21_16,No,6
-5,1.88617909,0.308333039,,,,Mouse,activation,2,Oct_21_16,No,6
0,1.53338325,0.472648501,,,,Mouse,activation,2,Oct_21_16,No,6
5,1.222782493,0.641727626,,,,Mouse,activation,2,Oct_21_16,No,6
10,1.05932188,0.714068711,,,,Mouse,activation,2,Oct_21_16,No,6
15,1.105395913,0.710774541,,,,Mouse,activation,2,Oct_21_16,No,6
20,0.941821218,0.780722857,,,,Mouse,activation,2,Oct_21_16,No,6
25,0.856858969,0.805590093,,,,Mouse,activation,2,Oct_21_16,No,6
30,0.825135827,0.775960088,,,,Mouse,activation,2,Oct_21_16,No,6
35,0.818549573,0.757095098,,,,Mouse,activation,2,Oct_21_16,No,6
40,0.815009058,0.707360625,,,,Mouse,activation,2,Oct_21_16,No,6
45,0.698085785,0.750732541,,,,Mouse,activation,2,Oct_21_16,No,6
50,0.712923348,0.698954105,,,,Mouse,activation,2,Oct_21_16,No,6
55,0.65241152,0.701722324,,,,Mouse,activation,2,Oct_21_16,No,6
60,0.677052021,0.653076291,,,,Mouse,activation,2,Oct_21_16,No,6
65,0.62655431,0.63160497,,,,Mouse,activation,2,Oct_21_16,No,6
70,0.596295059,0.618962109,,,,Mouse,activation,2,Oct_21_16,No,6
75,0.549114287,0.607409,,,,Mouse,activation,2,Oct_21_16,No,6
80,0.532790959,0.535692632,,,,Mouse,activation,2,Oct_21_16,No,6
85,0.457652003,0.541904867,,,,Mouse,activation,2,Oct_21_16,No,6
90,0.42694971,0.493687063,,,,Mouse,activation,2,Oct_21_16,No,6
-80,0.030756023,0.387571752,,,,Mouse,activation,3,Oct_21_16,No,6
-75,0.356370836,0.035095152,,,,Mouse,activation,3,Oct_21_16,No,6
-70,0.040600155,0.27465716,,,,Mouse,activation,3,Oct_21_16,No,6
-65,0.362554967,0.03753648,,,,Mouse,activation,3,Oct_21_16,No,6
-60,0.047250181,0.244139701,,,,Mouse,activation,3,Oct_21_16,No,6
-55,0.131750509,0.128173336,,,,Mouse,activation,3,Oct_21_16,No,6
-50,0.018327342,0.167846039,,,,Mouse,activation,3,Oct_21_16,No,6
-45,0.084512517,0.125121593,,,,Mouse,activation,3,Oct_21_16,No,6
-40,0.048719257,0.228885323,,,,Mouse,activation,3,Oct_21_16,No,6
-35,0.041276019,0.177001283,,,,Mouse,activation,3,Oct_21_16,No,6
-30,0.02100008,0.265501916,,,,Mouse,activation,3,Oct_21_16,No,6
-25,0.167778417,0.094604135,,,,Mouse,activation,3,Oct_21_16,No,6
-20,0.475645483,0.037406009,,,,Mouse,activation,3,Oct_21_16,No,6
-15,3.694415331,0.025324682,,,,Mouse,activation,3,Oct_21_16,No,6
-10,3.012318134,0.134343907,,,,Mouse,activation,3,Oct_21_16,No,6
-5,2.046883345,0.346752763,,,,Mouse,activation,3,Oct_21_16,No,6
0,1.789738655,0.488350898,,,,Mouse,activation,3,Oct_21_16,No,6
5,1.473417401,0.603888988,,,,Mouse,activation,3,Oct_21_16,No,6
10,1.42754519,0.630784869,,,,Mouse,activation,3,Oct_21_16,No,6
15,1.264590621,0.681038439,,,,Mouse,activation,3,Oct_21_16,No,6
20,1.074409962,0.729316771,,,,Mouse,activation,3,Oct_21_16,No,6
25,1.154166698,0.650225639,,,,Mouse,activation,3,Oct_21_16,No,6
30,1.046294689,0.654954255,,,,Mouse,activation,3,Oct_21_16,No,6
35,0.838599384,0.697964907,,,,Mouse,activation,3,Oct_21_16,No,6
40,0.774213016,0.688323975,,,,Mouse,activation,3,Oct_21_16,No,6
45,0.773581743,0.603383243,,,,Mouse,activation,3,Oct_21_16,No,6
50,0.610428989,0.612640083,,,,Mouse,activation,3,Oct_21_16,No,6
55,0.505156994,0.588771224,,,,Mouse,activation,3,Oct_21_16,No,6
60,0.415177703,0.558733344,,,,Mouse,activation,3,Oct_21_16,No,6
65,0.339599341,0.484923899,,,,Mouse,activation,3,Oct_21_16,No,6
70,0.207889602,0.429992378,,,,Mouse,activation,3,Oct_21_16,No,6
75,0.106612653,0.424192727,,,,Mouse,activation,3,Oct_21_16,No,6
80,0.009660037,0.457761914,,,,Mouse,activation,3,Oct_21_16,No,6
85,0.013781303,0.097655877,,,,Mouse,activation,3,Oct_21_16,No,6
90,0.074454829,0.167846039,,,,Mouse,activation,3,Oct_21_16,No,6
-80,0.11605116,0.193787396,,,,Mouse,activation,4,Oct_21_16,No,6
-75,0.056298088,0.143432066,,,,Mouse,activation,4,Oct_21_16,No,6
-70,0.072100274,0.27465716,,,,Mouse,activation,4,Oct_21_16,No,6
-65,0.092076398,0.158692315,,,,Mouse,activation,4,Oct_21_16,No,6
-60,0.077949449,0.180053025,,,,Mouse,activation,4,Oct_21_16,No,6
-55,0.059684437,0.28991589,,,,Mouse,activation,4,Oct_21_16,No,6
-50,0.144140556,0.160216674,,,,Mouse,activation,4,Oct_21_16,No,6
-45,0.046200175,0.183104768,,,,Mouse,activation,4,Oct_21_16,No,6
-40,0.023863273,0.402838171,,,,Mouse,activation,4,Oct_21_16,No,6
-35,0.039666817,0.411985725,,,,Mouse,activation,4,Oct_21_16,No,6
-30,0.086261868,0.198363498,,,,Mouse,activation,4,Oct_21_16,No,6
-25,0.040347699,0.271610588,,,,Mouse,activation,4,Oct_21_16,No,6
-20,0.462905526,0.050397608,,,,Mouse,activation,4,Oct_21_16,No,6
-15,4.013555527,0.024121523,,,,Mouse,activation,4,Oct_21_16,No,6
-10,2.495281696,0.126258269,,,,Mouse,activation,4,Oct_21_16,No,6
-5,1.775117397,0.378653526,,,,Mouse,activation,4,Oct_21_16,No,6
0,1.270455599,0.667221546,,,,Mouse,activation,4,Oct_21_16,No,6
5,1.03503263,0.877092361,,,,Mouse,activation,4,Oct_21_16,No,6
10,0.969890237,0.952509046,,,,Mouse,activation,4,Oct_21_16,No,6
15,0.793305814,1.073710084,,,,Mouse,activation,4,Oct_21_16,No,6
20,0.69276005,1.095871806,,,,Mouse,activation,4,Oct_21_16,No,6
25,0.71764642,0.980326116,,,,Mouse,activation,4,Oct_21_16,No,6
30,0.578358471,1.018633008,,,,Mouse,activation,4,Oct_21_16,No,6
35,0.557047188,0.967625499,,,,Mouse,activation,4,Oct_21_16,No,6
40,0.514605045,0.899178267,,,,Mouse,activation,4,Oct_21_16,No,6
45,0.406885713,0.954589605,,,,Mouse,activation,4,Oct_21_16,No,6
50,0.312224507,0.935362875,,,,Mouse,activation,4,Oct_21_16,No,6
55,0.21839571,0.916747987,,,,Mouse,activation,4,Oct_21_16,No,6
60,0.152149335,0.918580115,,,,Mouse,activation,4,Oct_21_16,No,6
65,0.075600289,0.991817534,,,,Mouse,activation,4,Oct_21_16,No,6
70,0.003785422,0.711056828,,,,Mouse,activation,4,Oct_21_16,No,6
75,0.044863809,0.201415241,,,,Mouse,activation,4,Oct_21_16,No,6
80,0.032727398,0.234984457,,,,Mouse,activation,4,Oct_21_16,No,6
85,0.040162653,0.244139701,,,,Mouse,activation,4,Oct_21_16,No,6
90,0.06377802,0.247191444,,,,Mouse,activation,4,Oct_21_16,No,6
-80,0.070683196,0.250243187,,,,Gmouse,activation,6,Oct_21_16,No,6
-75,0.049827464,0.335692078,,,,Gmouse,activation,6,Oct_21_16,No,6
-70,0.051408198,0.381468266,,,,Gmouse,activation,6,Oct_21_16,No,6
-65,0.036547799,0.552355528,,,,Gmouse,activation,6,Oct_21_16,No,6
-60,0.075921915,0.238040745,,,,Gmouse,activation,6,Oct_21_16,No,6
-55,0.045181129,0.302128643,,,,Gmouse,activation,6,Oct_21_16,No,6
-50,0.102886304,0.172423422,,,,Gmouse,activation,6,Oct_21_16,No,6
-45,0.029034339,0.350957513,,,,Gmouse,activation,6,Oct_21_16,No,6
-40,0.052043676,0.280760646,,,,Gmouse,activation,6,Oct_21_16,No,6
-35,0.05188255,0.155639052,,,,Gmouse,activation,6,Oct_21_16,No,6
-30,0.058717549,0.314335853,,,,Gmouse,activation,6,Oct_21_16,No,6
-25,0.234628618,0.090332292,,,,Gmouse,activation,6,Oct_21_16,No,6
-20,4.23651886,0.006736664,,,,Gmouse,activation,6,Oct_21_16,No,6
-15,4.119845867,0.04240017,,,,Gmouse,activation,6,Oct_21_16,No,6
-10,2.312953234,0.330942035,,,,Gmouse,activation,6,Oct_21_16,No,6
-5,1.874350786,0.643833637,,,,Gmouse,activation,6,Oct_21_16,No,6
0,1.560565472,0.82030946,,,,Gmouse,activation,6,Oct_21_16,No,6
5,1.562890291,0.850999177,,,,Gmouse,activation,6,Oct_21_16,No,6
10,1.383224726,0.913478196,,,,Gmouse,activation,6,Oct_21_16,No,6
15,1.27159512,0.953402698,,,,Gmouse,activation,6,Oct_21_16,No,6
20,1.245576024,0.93815732,,,,Gmouse,activation,6,Oct_21_16,No,6
25,1.145545959,0.933804214,,,,Gmouse,activation,6,Oct_21_16,No,6
30,1.163114905,0.894969881,,,,Gmouse,activation,6,Oct_21_16,No,6
35,1.029662728,0.906467974,,,,Gmouse,activation,6,Oct_21_16,No,6
40,0.974323869,0.910006464,,,,Gmouse,activation,6,Oct_21_16,No,6
45,0.993418038,0.852300644,,,,Gmouse,activation,6,Oct_21_16,No,6
50,0.888298512,0.830189288,,,,Gmouse,activation,6,Oct_21_16,No,6
55,0.82525003,0.761034608,,,,Gmouse,activation,6,Oct_21_16,No,6
60,0.753957987,0.714569092,,,,Gmouse,activation,6,Oct_21_16,No,6
65,0.695504904,0.661831915,,,,Gmouse,activation,6,Oct_21_16,No,6
70,0.718706429,0.538380921,,,,Gmouse,activation,6,Oct_21_16,No,6
75,0.640960932,0.508444726,,,,Gmouse,activation,6,Oct_21_16,No,6
80,0.619286001,0.430043608,,,,Gmouse,activation,6,Oct_21_16,No,6
85,0.55387789,0.364685029,,,,Gmouse,activation,6,Oct_21_16,No,6
90,0.47636354,0.36429283,,,,Gmouse,activation,6,Oct_21_16,No,6
-80,0.163150936,0.180054992,,,,Mouse,activation,5,Oct_21_16,No,6
-75,0.078401797,0.274651915,,,,Mouse,activation,5,Oct_21_16,No,6
-70,0.089248635,0.219729915,,,,Mouse,activation,5,Oct_21_16,No,6
-65,0.0872311,0.158690795,,,,Mouse,activation,5,Oct_21_16,No,6
-60,0.072093062,0.296019375,,,,Mouse,activation,5,Oct_21_16,No,6
-55,0.032666791,0.329588592,,,,Mouse,activation,5,Oct_21_16,No,6
-50,0.03150012,0.244139701,,,,Mouse,activation,5,Oct_21_16,No,6
-45,0.033679374,0.485227644,,,,Mouse,activation,5,Oct_21_16,No,6
-40,0.072108708,0.253294945,,,,Mouse,activation,5,Oct_21_16,No,6
-35,0.38939786,0.031738427,,,,Mouse,activation,5,Oct_21_16,No,6
-30,0.063001439,0.259393483,,,,Mouse,activation,5,Oct_21_16,No,6
-25,0.089372434,0.131225079,,,,Mouse,activation,5,Oct_21_16,No,6
-20,0.665000618,0.019291492,,,,Mouse,activation,5,Oct_21_16,No,6
-15,1.65134728,0.021003278,,,,Mouse,activation,5,Oct_21_16,No,6
-10,3.633696079,0.031062214,,,,Mouse,activation,5,Oct_21_16,No,6
-5,3.39867568,0.087914556,,,,Mouse,activation,5,Oct_21_16,No,6
0,2.333416939,0.198216349,,,,Mouse,activation,5,Oct_21_16,No,6
5,2.023456573,0.278128684,,,,Mouse,activation,5,Oct_21_16,No,6
10,1.642291546,0.35696435,,,,Mouse,activation,5,Oct_21_16,No,6
15,1.453402996,0.406274259,,,,Mouse,activation,5,Oct_21_16,No,6
20,1.217020392,0.455657572,,,,Mouse,activation,5,Oct_21_16,No,6
25,1.142389655,0.467438757,,,,Mouse,activation,5,Oct_21_16,No,6
30,0.987005055,0.514082491,,,,Mouse,activation,5,Oct_21_16,No,6
35,0.930449724,0.50132066,,,,Mouse,activation,5,Oct_21_16,No,6
40,0.777753174,0.543874085,,,,Mouse,activation,5,Oct_21_16,No,6
45,0.681260765,0.501069605,,,,Mouse,activation,5,Oct_21_16,No,6
50,0.595222056,0.476728141,,,,Mouse,activation,5,Oct_21_16,No,6
55,0.51934576,0.42964384,,,,Mouse,activation,5,Oct_21_16,No,6
60,0.519742489,0.319126666,,,,Mouse,activation,5,Oct_21_16,No,6
65,0.391257733,0.352173179,,,,Mouse,activation,5,Oct_21_16,No,6
70,0.308393836,0.332641989,,,,Mouse,activation,5,Oct_21_16,No,6
75,0.271000087,0.264892519,,,,Mouse,activation,5,Oct_21_16,No,6
80,0.204531074,0.168762207,,,,Mouse,activation,5,Oct_21_16,No,6
85,0.094111472,0.247191444,,,,Mouse,activation,5,Oct_21_16,No,6
90,0.013016455,0.369264811,,,,Mouse,activation,5,Oct_21_16,No,6
-80,0.085909419,0.067138419,,,,Mouse,activation,1,Oct_22_16,No,6
-75,0.047397379,0.653073668,,,,Mouse,activation,1,Oct_22_16,No,6
-70,0.037568949,0.33264032,,,,Mouse,activation,1,Oct_22_16,No,6
-65,0.031235414,0.726315618,,,,Mouse,activation,1,Oct_22_16,No,6
-60,0.062771603,0.845349789,,,,Mouse,activation,1,Oct_22_16,No,6
-55,0.081334583,0.817883551,,,,Mouse,activation,1,Oct_22_16,No,6
-50,0.522935688,0.098092355,,,,Mouse,activation,1,Oct_22_16,No,6
-45,0.097529896,0.729381263,,,,Mouse,activation,1,Oct_22_16,No,6
-40,0.56806165,0.047738258,,,,Mouse,activation,1,Oct_22_16,No,6
-35,0.121103674,0.202941999,,,,Mouse,activation,1,Oct_22_16,No,6
-30,0.031200118,0.320433348,,,,Mouse,activation,1,Oct_22_16,No,6
-25,0.012170269,0.2685588,,,,Mouse,activation,1,Oct_22_16,No,6
-20,0.337142944,0.1190181,,,,Mouse,activation,1,Oct_22_16,No,6
-15,8.281266212,0.00661722,,,,Mouse,activation,1,Oct_22_16,No,6
-10,5.074932098,0.042137865,,,,Mouse,activation,1,Oct_22_16,No,6
