Voltage,Decay_Time,Decay_Slope,Real_Tau,Tau_Fast,Tau_Slow,Species,Recording,replicate,Date,Venom,Set
-5,3.278928995,0.175049201,,,,Mouse,activation,1,Oct_22_16,No,6
0,2.322726488,0.393308222,,,,Mouse,activation,1,Oct_22_16,No,6
5,2.093573332,0.546235323,,,,Mouse,activation,1,Oct_22_16,No,6
10,1.667705655,0.697945476,,,,Mouse,activation,1,Oct_22_16,No,6
15,1.553094149,0.752153575,,,,Mouse,activation,1,Oct_22_16,No,6
20,1.464441299,0.77485472,,,,Mouse,activation,1,Oct_22_16,No,6
25,1.38788271,0.776607037,,,,Mouse,activation,1,Oct_22_16,No,6
30,1.330438137,0.781827569,,,,Mouse,activation,1,Oct_22_16,No,6
35,1.246726871,0.759471774,,,,Mouse,activation,1,Oct_22_16,No,6
40,1.133425713,0.75995481,,,,Mouse,activation,1,Oct_22_16,No,6
45,1.184561133,0.687316298,,,,Mouse,activation,1,Oct_22_16,No,6
50,1.142377496,0.664646089,,,,Mouse,activation,1,Oct_22_16,No,6
55,1.1502918,0.631344855,,,,Mouse,activation,1,Oct_22_16,No,6
60,1.082391739,0.597034872,,,,Mouse,activation,1,Oct_22_16,No,6
65,1.041988373,0.553573966,,,,Mouse,activation,1,Oct_22_16,No,6
70,0.991822004,0.523459673,,,,Mouse,activation,1,Oct_22_16,No,6
75,0.82993716,0.525864124,,,,Mouse,activation,1,Oct_22_16,No,6
80,0.798445642,0.504048586,,,,Mouse,activation,1,Oct_22_16,No,6
85,0.778645039,0.469004273,,,,Mouse,activation,1,Oct_22_16,No,6
90,0.797785878,0.395711184,,,,Mouse,activation,1,Oct_22_16,No,6
-80,0.050513707,0.338743836,,,,Mouse,activation,2,Oct_22_16,No,6
-75,0.094500363,0.219725728,,,,Mouse,activation,2,Oct_22_16,No,6
-70,0.06299904,0.347905695,,,,Mouse,activation,2,Oct_22_16,No,6
-65,0.0323833,0.326536834,,,,Mouse,activation,2,Oct_22_16,No,6
-60,0.059143081,0.299071133,,,,Mouse,activation,2,Oct_22_16,No,6
-55,0.020229435,0.33264032,,,,Mouse,activation,2,Oct_22_16,No,6
-50,0.04936007,0.296025038,,,,Mouse,activation,2,Oct_22_16,No,6
-45,0.137337655,0.167847455,,,,Mouse,activation,2,Oct_22_16,No,6
-40,0.062371429,0.305168808,,,,Mouse,activation,2,Oct_22_16,No,6
-35,0.052351315,0.216678113,,,,Mouse,activation,2,Oct_22_16,No,6
-30,0.068905197,0.29297322,,,,Mouse,activation,2,Oct_22_16,No,6
-25,1.787159204,0.004631174,,,,Mouse,activation,2,Oct_22_16,No,6
-20,5.874905586,0.007421648,,,,Mouse,activation,2,Oct_22_16,No,6
-15,3.939599752,0.067775607,,,,Mouse,activation,2,Oct_22_16,No,6
-10,2.450244665,0.421677768,,,,Mouse,activation,2,Oct_22_16,No,6
-5,1.95105052,0.722616613,,,,Mouse,activation,2,Oct_22_16,No,6
0,1.867589235,0.838171005,,,,Mouse,activation,2,Oct_22_16,No,6
5,1.532594442,1.001589894,,,,Mouse,activation,2,Oct_22_16,No,6
10,1.415303826,1.060077429,,,,Mouse,activation,2,Oct_22_16,No,6
15,1.430043936,1.069057584,,,,Mouse,activation,2,Oct_22_16,No,6
20,1.335656166,1.09844768,,,,Mouse,activation,2,Oct_22_16,No,6
25,1.215234041,1.134026527,,,,Mouse,activation,2,Oct_22_16,No,6
30,1.123920918,1.142447114,,,,Mouse,activation,2,Oct_22_16,No,6
35,1.07608819,1.141698956,,,,Mouse,activation,2,Oct_22_16,No,6
40,1.042729139,1.120240331,,,,Mouse,activation,2,Oct_22_16,No,6
45,0.999394238,1.12970531,,,,Mouse,activation,2,Oct_22_16,No,6
50,1.005234361,1.049954057,,,,Mouse,activation,2,Oct_22_16,No,6
55,0.91378653,1.053661227,,,,Mouse,activation,2,Oct_22_16,No,6
60,0.803702891,1.072147489,,,,Mouse,activation,2,Oct_22_16,No,6
65,0.75693959,1.025593996,,,,Mouse,activation,2,Oct_22_16,No,6
70,0.687743127,1.011621475,,,,Mouse,activation,2,Oct_22_16,No,6
75,0.653905094,0.918070614,,,,Mouse,activation,2,Oct_22_16,No,6
80,0.63854754,0.800323606,,,,Mouse,activation,2,Oct_22_16,No,6
85,0.570869863,0.77645427,,,,Mouse,activation,2,Oct_22_16,No,6
90,0.520784318,0.707789779,,,,Mouse,activation,2,Oct_22_16,No,6
-80,0.092965543,0.250238419,,,,Mouse,activation,3,Oct_22_16,No,6
-75,0.192334071,0.129699215,,,,Mouse,activation,3,Oct_22_16,No,6
-70,0.091241725,0.265501916,,,,Mouse,activation,3,Oct_22_16,No,6
-65,0.158085346,0.161742553,,,,Mouse,activation,3,Oct_22_16,No,6
-60,0.085193507,0.268553674,,,,Mouse,activation,3,Oct_22_16,No,6
-55,0.044172581,0.265501916,,,,Mouse,activation,3,Oct_22_16,No,6
-50,0.042538624,0.357054293,,,,Mouse,activation,3,Oct_22_16,No,6
-45,0.027374582,0.512703121,,,,Mouse,activation,3,Oct_22_16,No,6
-40,0.03061221,0.433356225,,,,Mouse,activation,3,Oct_22_16,No,6
-35,0.024442716,0.558469534,,,,Mouse,activation,3,Oct_22_16,No,6
-30,0.029077034,0.476072401,,,,Mouse,activation,3,Oct_22_16,No,6
-25,0.04140861,0.650021911,,,,Mouse,activation,3,Oct_22_16,No,6
-20,0.075140908,0.585935295,,,,Mouse,activation,3,Oct_22_16,No,6
-15,3.614581108,0.034923408,,,,Mouse,activation,3,Oct_22_16,No,6
-10,2.162554264,0.27933538,,,,Mouse,activation,3,Oct_22_16,No,6
-5,1.60961175,0.902983248,,,,Mouse,activation,3,Oct_22_16,No,6
0,1.584087491,1.135553002,,,,Mouse,activation,3,Oct_22_16,No,6
5,1.303640246,1.38524735,,,,Mouse,activation,3,Oct_22_16,No,6
10,1.285016298,1.480377436,,,,Mouse,activation,3,Oct_22_16,No,6
15,1.152482271,1.581380606,,,,Mouse,activation,3,Oct_22_16,No,6
20,1.060311913,1.588013053,,,,Mouse,activation,3,Oct_22_16,No,6
25,0.925398886,1.624950051,,,,Mouse,activation,3,Oct_22_16,No,6
30,0.981101632,1.499411702,,,,Mouse,activation,3,Oct_22_16,No,6
35,0.971513391,1.454051614,,,,Mouse,activation,3,Oct_22_16,No,6
40,0.857772171,1.471761465,,,,Mouse,activation,3,Oct_22_16,No,6
45,0.892344356,1.384832501,,,,Mouse,activation,3,Oct_22_16,No,6
50,0.895543039,1.280128837,,,,Mouse,activation,3,Oct_22_16,No,6
55,0.823626101,1.280535698,,,,Mouse,activation,3,Oct_22_16,No,6
60,0.755984485,1.26795423,,,,Mouse,activation,3,Oct_22_16,No,6
65,0.820530415,1.111431718,,,,Mouse,activation,3,Oct_22_16,No,6
70,0.744235754,1.112975836,,,,Mouse,activation,3,Oct_22_16,No,6
75,0.656020939,1.120140672,,,,Mouse,activation,3,Oct_22_16,No,6
80,0.633398831,1.027570724,,,,Mouse,activation,3,Oct_22_16,No,6
85,0.573705733,1.032475352,,,,Mouse,activation,3,Oct_22_16,No,6
90,0.56145668,0.905609369,,,,Mouse,activation,3,Oct_22_16,No,6
-80,0.034587707,0.466926068,,,,Mouse,activation,4,Oct_22_16,No,6
-75,0.05810133,0.274651915,,,,Mouse,activation,4,Oct_22_16,No,6
-70,0.049102191,0.207522705,,,,Mouse,activation,4,Oct_22_16,No,6
-65,0.039756674,0.314335853,,,,Mouse,activation,4,Oct_22_16,No,6
-60,0.054499168,0.384527355,,,,Mouse,activation,4,Oct_22_16,No,6
-55,0.013808008,0.222781718,,,,Mouse,activation,4,Oct_22_16,No,6
-50,0.012782658,0.210570484,,,,Mouse,activation,4,Oct_22_16,No,6
-45,0.040865019,0.112914607,,,,Mouse,activation,4,Oct_22_16,No,6
-40,0.020207625,0.161742553,,,,Mouse,activation,4,Oct_22_16,No,6
-35,0.12737523,0.085449278,,,,Mouse,activation,4,Oct_22_16,No,6
-30,0.035777915,0.247191444,,,,Mouse,activation,4,Oct_22_16,No,6
-25,0.055500213,0.384520024,,,,Mouse,activation,4,Oct_22_16,No,6
-20,3.886536121,0.008673175,,,,Mouse,activation,4,Oct_22_16,No,6
-15,4.619039536,0.037857432,,,,Mouse,activation,4,Oct_22_16,No,6
-10,3.763528585,0.156122133,,,,Mouse,activation,4,Oct_22_16,No,6
-5,2.660254955,0.441450059,,,,Mouse,activation,4,Oct_22_16,No,6
0,2.075771809,0.72336477,,,,Mouse,activation,4,Oct_22_16,No,6
5,1.665759683,0.937743187,,,,Mouse,activation,4,Oct_22_16,No,6
10,1.538819313,1.024178982,,,,Mouse,activation,4,Oct_22_16,No,6
15,1.447588801,1.06339407,,,,Mouse,activation,4,Oct_22_16,No,6
20,1.385890007,1.083809972,,,,Mouse,activation,4,Oct_22_16,No,6
25,1.351185322,1.076006293,,,,Mouse,activation,4,Oct_22_16,No,6
30,1.308295488,1.048300743,,,,Mouse,activation,4,Oct_22_16,No,6
35,1.334310532,0.983298182,,,,Mouse,activation,4,Oct_22_16,No,6
40,1.302805901,0.944627941,,,,Mouse,activation,4,Oct_22_16,No,6
45,1.272667646,0.912355006,,,,Mouse,activation,4,Oct_22_16,No,6
50,1.160636783,0.899832606,,,,Mouse,activation,4,Oct_22_16,No,6
55,1.145608783,0.840641975,,,,Mouse,activation,4,Oct_22_16,No,6
60,1.178619742,0.767047465,,,,Mouse,activation,4,Oct_22_16,No,6
65,1.093135715,0.73455596,,,,Mouse,activation,4,Oct_22_16,No,6
70,1.03625989,0.685898542,,,,Mouse,activation,4,Oct_22_16,No,6
75,0.973766983,0.65343684,,,,Mouse,activation,4,Oct_22_16,No,6
80,1.012614369,0.557980835,,,,Mouse,activation,4,Oct_22_16,No,6
85,0.967881143,0.498740464,,,,Mouse,activation,4,Oct_22_16,No,6
90,1.028564215,0.415252477,,,,Mouse,activation,4,Oct_22_16,No,6
-80,0.03813136,0.11596746,,,,Mouse,activation,5,Oct_22_16,No,6
-75,0.181205824,0.115966357,,,,Mouse,activation,5,Oct_22_16,No,6
-70,0.184500709,0.103759371,,,,Mouse,activation,5,Oct_22_16,No,6
-65,0.071874321,0.071106002,,,,Mouse,activation,5,Oct_22_16,No,6
-60,0.118793555,0.05035381,,,,Mouse,activation,5,Oct_22_16,No,6
-55,1.199787974,0.007847374,,,,Mouse,activation,5,Oct_22_16,No,6
-50,0.47574991,0.040021658,,,,Mouse,activation,5,Oct_22_16,No,6
-45,0.08662533,0.097655877,,,,Mouse,activation,5,Oct_22_16,No,6
-40,0.051707033,0.033569396,,,,Mouse,activation,5,Oct_22_16,No,6
-35,0.590000331,0.021362308,,,,Mouse,activation,5,Oct_22_16,No,6
-30,0.118046165,0.115967497,,,,Mouse,activation,5,Oct_22_16,No,6
-25,0.979217291,0.01151345,,,,Mouse,activation,5,Oct_22_16,No,6
-20,6.159471035,0.015059264,,,,Mouse,activation,5,Oct_22_16,No,6
-15,4.436749935,0.06991151,,,,Mouse,activation,5,Oct_22_16,No,6
-10,2.762588263,0.299655557,,,,Mouse,activation,5,Oct_22_16,No,6
-5,2.117076635,0.679574013,,,,Mouse,activation,5,Oct_22_16,No,6
0,1.808109164,0.947917223,,,,Mouse,activation,5,Oct_22_16,No,6
5,1.476517916,1.196535945,,,,Mouse,activation,5,Oct_22_16,No,6
10,1.353267789,1.323994279,,,,Mouse,activation,5,Oct_22_16,No,6
15,1.291033387,1.37040019,,,,Mouse,activation,5,Oct_22_16,No,6
20,1.138417721,1.444654942,,,,Mouse,activation,5,Oct_22_16,No,6
25,1.123606443,1.415881515,,,,Mouse,activation,5,Oct_22_16,No,6
30,1.051349878,1.403403282,,,,Mouse,activation,5,Oct_22_16,No,6
35,1.00164187,1.366845965,,,,Mouse,activation,5,Oct_22_16,No,6
40,0.97557807,1.322409868,,,,Mouse,activation,5,Oct_22_16,No,6
45,0.977014124,1.247281075,,,,Mouse,activation,5,Oct_22_16,No,6
50,0.861177683,1.227879405,,,,Mouse,activation,5,Oct_22_16,No,6
55,0.790593266,1.186319828,,,,Mouse,activation,5,Oct_22_16,No,6
60,0.735411465,1.069946051,,,,Mouse,activation,5,Oct_22_16,No,6
65,0.673846602,0.991930485,,,,Mouse,activation,5,Oct_22_16,No,6
70,0.679187238,0.837380707,,,,Mouse,activation,5,Oct_22_16,No,6
75,0.633231699,0.697908044,,,,Mouse,activation,5,Oct_22_16,No,6
80,0.599672616,0.636945665,,,,Mouse,activation,5,Oct_22_16,No,6
85,0.639142454,0.47600165,,,,Mouse,activation,5,Oct_22_16,No,6
90,0.52627939,0.399562389,,,,Mouse,activation,5,Oct_22_16,No,6
-80,0.057271853,0.369268328,,,,Gmouse,activation,1,Oct_22_16,No,6
-75,0.094068855,0.222777471,,,,Gmouse,activation,1,Oct_22_16,No,6
-70,0.055500213,0.256346673,,,,Gmouse,activation,1,Oct_22_16,No,6
-65,0.050258618,0.271605402,,,,Gmouse,activation,1,Oct_22_16,No,6
-60,0.079623789,0.219729915,,,,Gmouse,activation,1,Oct_22_16,No,6
-55,0.141808763,0.148011401,,,,Gmouse,activation,1,Oct_22_16,No,6
-50,0.029571541,0.299071133,,,,Gmouse,activation,1,Oct_22_16,No,6
-45,0.032117769,0.466917157,,,,Gmouse,activation,1,Oct_22_16,No,6
-40,0.04910313,0.207518741,,,,Gmouse,activation,1,Oct_22_16,No,6
-35,0.057521958,0.140380323,,,,Gmouse,activation,1,Oct_22_16,No,6
-30,0.036087517,0.314329863,,,,Gmouse,activation,1,Oct_22_16,No,6
-25,0.032702416,0.399778754,,,,Gmouse,activation,1,Oct_22_16,No,6
-20,0.096750371,0.170897782,,,,Gmouse,activation,1,Oct_22_16,No,6
-15,3.44729495,0.005016745,,,,Gmouse,activation,1,Oct_22_16,No,6
-10,3.79276228,0.048307348,,,,Gmouse,activation,1,Oct_22_16,No,6
-5,1.958077431,0.298335075,,,,Gmouse,activation,1,Oct_22_16,No,6
0,1.668269038,0.529673576,,,,Gmouse,activation,1,Oct_22_16,No,6
5,1.332957506,0.749293804,,,,Gmouse,activation,1,Oct_22_16,No,6
10,1.13215971,0.90719378,,,,Gmouse,activation,1,Oct_22_16,No,6
15,1.043314934,0.975644827,,,,Gmouse,activation,1,Oct_22_16,No,6
20,0.872552991,1.071925044,,,,Gmouse,activation,1,Oct_22_16,No,6
25,0.874642015,1.039798379,,,,Gmouse,activation,1,Oct_22_16,No,6
30,0.831449568,0.999312222,,,,Gmouse,activation,1,Oct_22_16,No,6
35,0.784875631,0.981648743,,,,Gmouse,activation,1,Oct_22_16,No,6
40,0.753264308,0.93302387,,,,Gmouse,activation,1,Oct_22_16,No,6
45,0.686940908,0.931948245,,,,Gmouse,activation,1,Oct_22_16,No,6
50,0.719183862,0.802561343,,,,Gmouse,activation,1,Oct_22_16,No,6
55,0.762762964,0.713806152,,,,Gmouse,activation,1,Oct_22_16,No,6
60,0.683961749,0.715964198,,,,Gmouse,activation,1,Oct_22_16,No,6
65,0.625651419,0.663866401,,,,Gmouse,activation,1,Oct_22_16,No,6
70,0.674422383,0.610387981,,,,Gmouse,activation,1,Oct_22_16,No,6
75,0.596450329,0.602286398,,,,Gmouse,activation,1,Oct_22_16,No,6
80,0.53426826,0.60893482,,,,Gmouse,activation,1,Oct_22_16,No,6
85,0.489432544,0.567016602,,,,Gmouse,activation,1,Oct_22_16,No,6
90,0.469269395,0.508771598,,,,Gmouse,activation,1,Oct_22_16,No,6
-80,0.088330232,0.296019375,,,,Rat,activation,1,Oct_23_16,No,6
-75,0.067126893,0.698849857,,,,Rat,activation,1,Oct_23_16,No,6
-70,0.048850454,0.570676506,,,,Rat,activation,1,Oct_23_16,No,6
-65,0.040112671,0.781261921,,,,Rat,activation,1,Oct_23_16,No,6
-60,0.06433358,0.576780021,,,,Rat,activation,1,Oct_23_16,No,6
-55,0.039994154,0.54321599,,,,Rat,activation,1,Oct_23_16,No,6
-50,0.06048023,0.228880957,,,,Rat,activation,1,Oct_23_16,No,6
-45,0.078252926,0.28991589,,,,Rat,activation,1,Oct_23_16,No,6
-40,0.04347904,0.43334797,,,,Rat,activation,1,Oct_23_16,No,6
-35,0.084723651,0.26550445,,,,Rat,activation,1,Oct_23_16,No,6
-30,0.051018599,0.497434616,,,,Rat,activation,1,Oct_23_16,No,6
-25,0.052104965,0.405886114,,,,Rat,activation,1,Oct_23_16,No,6
-20,0.356449068,0.098877273,,,,Rat,activation,1,Oct_23_16,No,6
-15,3.733312845,0.016378177,,,,Rat,activation,1,Oct_23_16,No,6
-10,3.147200584,0.170146719,,,,Rat,activation,1,Oct_23_16,No,6
-5,1.70422256,0.78151238,,,,Rat,activation,1,Oct_23_16,No,6
0,1.272691846,1.139928699,,,,Rat,activation,1,Oct_23_16,No,6
5,1.141118407,1.345288396,,,,Rat,activation,1,Oct_23_16,No,6
10,1.056955695,1.439320087,,,,Rat,activation,1,Oct_23_16,No,6
15,0.955628633,1.544716597,,,,Rat,activation,1,Oct_23_16,No,6
20,0.942676306,1.549904466,,,,Rat,activation,1,Oct_23_16,No,6
25,0.848779976,1.599916816,,,,Rat,activation,1,Oct_23_16,No,6
30,0.888411939,1.516168356,,,,Rat,activation,1,Oct_23_16,No,6
35,0.775599837,1.598103523,,,,Rat,activation,1,Oct_23_16,No,6
40,0.793988347,1.525573492,,,,Rat,activation,1,Oct_23_16,No,6
45,0.698067665,1.531546712,,,,Rat,activation,1,Oct_23_16,No,6
50,0.63036114,1.472255468,,,,Rat,activation,1,Oct_23_16,No,6
55,0.595578194,1.395307779,,,,Rat,activation,1,Oct_23_16,No,6
60,0.566028833,1.246316552,,,,Rat,activation,1,Oct_23_16,No,6
65,0.505248606,1.104845643,,,,Rat,activation,1,Oct_23_16,No,6
70,0.521971524,0.959233224,,,,Rat,activation,1,Oct_23_16,No,6
75,0.525349855,0.805882335,,,,Rat,activation,1,Oct_23_16,No,6
80,0.519618094,0.678907394,,,,Rat,activation,1,Oct_23_16,No,6
85,0.457493603,0.693184793,,,,Rat,activation,1,Oct_23_16,No,6
90,0.4552643,0.546526074,,,,Rat,activation,1,Oct_23_16,No,6
-80,0.118097499,0.263977379,,,,Rat,activation,2,Oct_23_16,No,6
-75,0.080905572,0.28991589,,,,Rat,activation,2,Oct_23_16,No,6
-70,0.081349827,0.314329863,,,,Rat,activation,2,Oct_23_16,No,6
-65,0.070098862,0.43334797,,,,Rat,activation,2,Oct_23_16,No,6
-60,0.04200016,0.585935295,,,,Rat,activation,2,Oct_23_16,No,6
-55,0.097814299,0.23193714,,,,Rat,activation,2,Oct_23_16,No,6
-50,0.052591506,0.350950807,,,,Rat,activation,2,Oct_23_16,No,6
-45,0.211821124,0.139160305,,,,Rat,activation,2,Oct_23_16,No,6
-40,0.150653452,0.20904626,,,,Rat,activation,2,Oct_23_16,No,6
-35,0.083807662,0.33264032,,,,Rat,activation,2,Oct_23_16,No,6
-30,0.043343339,0.381475538,,,,Rat,activation,2,Oct_23_16,No,6
-25,0.095696568,0.241087943,,,,Rat,activation,2,Oct_23_16,No,6
-20,0.450327069,0.069056712,,,,Rat,activation,2,Oct_23_16,No,6
-15,2.490066528,0.028512286,,,,Rat,activation,2,Oct_23_16,No,6
-10,2.062893391,0.310348779,,,,Rat,activation,2,Oct_23_16,No,6
-5,1.50770402,0.655469596,,,,Rat,activation,2,Oct_23_16,No,6
0,1.305329084,0.804835796,,,,Rat,activation,2,Oct_23_16,No,6
5,1.195999861,0.91613102,,,,Rat,activation,2,Oct_23_16,No,6
10,1.097430229,0.943110526,,,,Rat,activation,2,Oct_23_16,No,6
15,1.055196285,0.961880028,,,,Rat,activation,2,Oct_23_16,No,6
20,0.957028925,0.985717654,,,,Rat,activation,2,Oct_23_16,No,6
25,0.840884447,1.026759624,,,,Rat,activation,2,Oct_23_16,No,6
30,0.969759762,0.871165872,,,,Rat,activation,2,Oct_23_16,No,6
35,0.832915902,0.930619419,,,,Rat,activation,2,Oct_23_16,No,6
40,0.74138999,0.923665226,,,,Rat,activation,2,Oct_23_16,No,6
45,0.757873952,0.841013432,,,,Rat,activation,2,Oct_23_16,No,6
50,0.723371327,0.781606019,,,,Rat,activation,2,Oct_23_16,No,6
55,0.687308848,0.737217546,,,,Rat,activation,2,Oct_23_16,No,6
60,0.608421385,0.708153129,,,,Rat,activation,2,Oct_23_16,No,6
65,0.625279665,0.5948385,,,,Rat,activation,2,Oct_23_16,No,6
70,0.605555296,0.536419153,,,,Rat,activation,2,Oct_23_16,No,6
75,0.515758097,0.487082154,,,,Rat,activation,2,Oct_23_16,No,6
80,0.450380296,0.47502774,,,,Rat,activation,2,Oct_23_16,No,6
85,0.441830277,0.399954498,,,,Rat,activation,2,Oct_23_16,No,6
90,0.411083847,0.342843026,,,,Rat,activation,2,Oct_23_16,No,6
-80,0.118366584,0.172424585,,,,Rat,activation,3,Oct_23_16,No,6
-75,0.053117849,0.311278105,,,,Rat,activation,3,Oct_23_16,No,6
-70,0.090719484,0.228883147,,,,Rat,activation,3,Oct_23_16,No,6
-65,0.099522121,0.210570484,,,,Rat,activation,3,Oct_23_16,No,6
-60,0.056318395,0.201415241,,,,Rat,activation,3,Oct_23_16,No,6
-55,0.058154069,0.277708888,,,,Rat,activation,3,Oct_23_16,No,6
-50,0.062231351,0.250245571,,,,Rat,activation,3,Oct_23_16,No,6
-45,0.063000239,0.134276837,,,,Rat,activation,3,Oct_23_16,No,6
-40,0.087148674,0.18310827,,,,Rat,activation,3,Oct_23_16,No,6
-35,0.04437029,0.567635596,,,,Rat,activation,3,Oct_23_16,No,6
-30,0.052837905,0.189211875,,,,Rat,activation,3,Oct_23_16,No,6
-25,0.050400194,0.320433348,,,,Rat,activation,3,Oct_23_16,No,6
-20,2.236442566,0.00411722,,,,Rat,activation,3,Oct_23_16,No,6
-15,3.281685114,0.018655589,,,,Rat,activation,3,Oct_23_16,No,6
-10,2.17619276,0.229518116,,,,Rat,activation,3,Oct_23_16,No,6
-5,1.193349957,1.131129026,,,,Rat,activation,3,Oct_23_16,No,6
0,1.052060246,1.59466064,,,,Rat,activation,3,Oct_23_16,No,6
5,0.87216419,2.005966187,,,,Rat,activation,3,Oct_23_16,No,6
10,0.755539596,2.245686769,,,,Rat,activation,3,Oct_23_16,No,6
15,0.742863595,2.250773191,,,,Rat,activation,3,Oct_23_16,No,6
20,0.664076149,2.357736111,,,,Rat,activation,3,Oct_23_16,No,6
25,0.542700589,2.535683393,,,,Rat,activation,3,Oct_23_16,No,6
30,0.523584187,2.521406651,,,,Rat,activation,3,Oct_23_16,No,6
35,0.525617123,2.381459951,,,,Rat,activation,3,Oct_23_16,No,6
40,0.454924226,2.458146811,,,,Rat,activation,3,Oct_23_16,No,6
45,0.482298762,2.234323025,,,,Rat,activation,3,Oct_23_16,No,6
50,0.413944781,2.258736849,,,,Rat,activation,3,Oct_23_16,No,6
55,0.375374913,2.205507517,,,,Rat,activation,3,Oct_23_16,No,6
60,0.339071512,2.069704056,,,,Rat,activation,3,Oct_23_16,No,6
65,0.310896784,1.842042685,,,,Rat,activation,3,Oct_23_16,No,6
70,0.269602776,1.892398715,,,,Rat,activation,3,Oct_23_16,No,6
75,0.262740612,1.576541066,,,,Rat,activation,3,Oct_23_16,No,6
80,0.244807556,1.271059513,,,,Rat,activation,3,Oct_23_16,No,6
85,0.211673468,1.021425247,,,,Rat,activation,3,Oct_23_16,No,6
90,0.199727416,0.990296066,,,,Rat,activation,3,Oct_23_16,No,6
-80,0.067763671,0.363164723,,,,Gmouse,activation,1,Oct_23_16,No,6
-75,0.061125234,0.512693346,,,,Gmouse,activation,1,Oct_23_16,No,6
-70,0.030000115,0.320433348,,,,Gmouse,activation,1,Oct_23_16,No,6
-65,0.013500052,0.683591127,,,,Gmouse,activation,1,Oct_23_16,No,6
-60,0.07206846,0.402830482,,,,Gmouse,activation,1,Oct_23_16,No,6
-55,0.055911645,0.488288701,,,,Gmouse,activation,1,Oct_23_16,No,6
-50,0.014938202,0.296019375,,,,Gmouse,activation,1,Oct_23_16,No,6
-45,0.022953575,0.393675268,,,,Gmouse,activation,1,Oct_23_16,No,6
-40,0.020838542,0.396726996,,,,Gmouse,activation,1,Oct_23_16,No,6
-35,NA,NA,,,,Gmouse,activation,1,Oct_23_16,No,6
-30,0.06470295,0.112914607,,,,Gmouse,activation,1,Oct_23_16,No,6
-25,0.047675405,0.451662749,,,,Gmouse,activation,1,Oct_23_16,No,6
-20,0.041869726,0.49133113,,,,Gmouse,activation,1,Oct_23_16,No,6
-15,2.587310791,0.014111118,,,,Gmouse,activation,1,Oct_23_16,No,6
-10,2.845067024,0.052053683,,,,Gmouse,activation,1,Oct_23_16,No,6
-5,2.103327751,0.234122887,,,,Gmouse,activation,1,Oct_23_16,No,6
0,1.572211266,0.424934864,,,,Gmouse,activation,1,Oct_23_16,No,6
5,1.407408118,0.530099273,,,,Gmouse,activation,1,Oct_23_16,No,6
10,1.088471651,0.66451484,,,,Gmouse,activation,1,Oct_23_16,No,6
15,1.182196736,0.641187787,,,,Gmouse,activation,1,Oct_23_16,No,6
20,0.981330216,0.74060607,,,,Gmouse,activation,1,Oct_23_16,No,6
25,0.898437679,0.764030933,,,,Gmouse,activation,1,Oct_23_16,No,6
30,0.900407553,0.708978832,,,,Gmouse,activation,1,Oct_23_16,No,6
35,0.781583607,0.77311182,,,,Gmouse,activation,1,Oct_23_16,No,6
40,0.778937221,0.732981265,,,,Gmouse,activation,1,Oct_23_16,No,6
45,0.752739727,0.697987735,,,,Gmouse,activation,1,Oct_23_16,No,6
50,0.618315279,0.704992473,,,,Gmouse,activation,1,Oct_23_16,No,6
55,0.618649721,0.59185946,,,,Gmouse,activation,1,Oct_23_16,No,6
60,0.54936403,0.597054839,,,,Gmouse,activation,1,Oct_23_16,No,6
65,0.501711965,0.522177756,,,,Gmouse,activation,1,Oct_23_16,No,6
70,0.466605932,0.506940424,,,,Gmouse,activation,1,Oct_23_16,No,6
75,0.455792934,0.402570307,,,,Gmouse,activation,1,Oct_23_16,No,6
80,0.392171085,0.383300722,,,,Gmouse,activation,1,Oct_23_16,No,6
85,0.438390464,0.308140218,,,,Gmouse,activation,1,Oct_23_16,No,6
90,0.380803287,0.296630919,,,,Gmouse,activation,1,Oct_23_16,No,6
-80,0.067763671,0.363164723,,,,Gmouse,activation,2,Oct_23_16,No,6
-75,0.061125234,0.512693346,,,,Gmouse,activation,2,Oct_23_16,No,6
-70,0.030000115,0.320433348,,,,Gmouse,activation,2,Oct_23_16,No,6
-65,0.013500052,0.683591127,,,,Gmouse,activation,2,Oct_23_16,No,6
-60,0.07206846,0.402830482,,,,Gmouse,activation,2,Oct_23_16,No,6
-55,0.055911645,0.488288701,,,,Gmouse,activation,2,Oct_23_16,No,6
-50,0.014938202,0.296019375,,,,Gmouse,activation,2,Oct_23_16,No,6
-45,0.022953575,0.393675268,,,,Gmouse,activation,2,Oct_23_16,No,6
