Voltage,Current,Species,Recording,replicate,Date,Venom,Quality,Set,,
75,-0.659179688,NoC,activation,1,Oct_12_17,Late,Good,,,
80,-0.56854248,NoC,activation,1,Oct_12_17,Late,Good,,,
85,-0.481262207,NoC,activation,1,Oct_12_17,Late,Good,,,
90,-0.367126465,NoC,activation,1,Oct_12_17,Late,Good,,,
-80,-0.040588379,Gmouse,activation,1,Oct_12_17,No,Good,,,
-75,-0.042724609,Gmouse,activation,1,Oct_12_17,No,Good,,,
-70,-0.057373047,Gmouse,activation,1,Oct_12_17,No,Good,,,
-65,-0.02532959,Gmouse,activation,1,Oct_12_17,No,Good,,,
-60,-0.056152344,Gmouse,activation,1,Oct_12_17,No,Good,,,
-55,-0.024719238,Gmouse,activation,1,Oct_12_17,No,Good,,,
-50,-0.040588379,Gmouse,activation,1,Oct_12_17,No,Good,,,
-45,-0.018005371,Gmouse,activation,1,Oct_12_17,No,Good,,,
-40,-0.025939941,Gmouse,activation,1,Oct_12_17,No,Good,,,
-35,-0.020446777,Gmouse,activation,1,Oct_12_17,No,Good,,,
-30,-0.018615723,Gmouse,activation,1,Oct_12_17,No,Good,,,
-25,-0.016784668,Gmouse,activation,1,Oct_12_17,No,Good,,,
-20,-0.074157715,Gmouse,activation,1,Oct_12_17,No,Good,,,
-15,-0.205078125,Gmouse,activation,1,Oct_12_17,No,Good,,,
-10,-0.653991699,Gmouse,activation,1,Oct_12_17,No,Good,,,
-5,-1.124572754,Gmouse,activation,1,Oct_12_17,No,Good,,,
0,-1.284484863,Gmouse,activation,1,Oct_12_17,No,Good,,,
5,-1.275634766,Gmouse,activation,1,Oct_12_17,No,Good,,,
10,-1.208190918,Gmouse,activation,1,Oct_12_17,No,Good,,,
15,-1.079711914,Gmouse,activation,1,Oct_12_17,No,Good,,,
20,-0.963439941,Gmouse,activation,1,Oct_12_17,No,Good,,,
25,-0.834350586,Gmouse,activation,1,Oct_12_17,No,Good,,,
30,-0.743408203,Gmouse,activation,1,Oct_12_17,No,Good,,,
35,-0.587768555,Gmouse,activation,1,Oct_12_17,No,Good,,,
40,-0.484008789,Gmouse,activation,1,Oct_12_17,No,Good,,,
45,-0.406799316,Gmouse,activation,1,Oct_12_17,No,Good,,,
50,-0.323486328,Gmouse,activation,1,Oct_12_17,No,Good,,,
55,-0.232849121,Gmouse,activation,1,Oct_12_17,No,Good,,,
60,-0.138549805,Gmouse,activation,1,Oct_12_17,No,Good,,,
65,-0.029602051,Gmouse,activation,1,Oct_12_17,No,Good,,,
70,0.031433105,Gmouse,activation,1,Oct_12_17,No,Good,,,
75,0.066833496,Gmouse,activation,1,Oct_12_17,No,Good,,,
80,0.069274902,Gmouse,activation,1,Oct_12_17,No,Good,,,
85,0.084533691,Gmouse,activation,1,Oct_12_17,No,Good,,,
90,0.083312988,Gmouse,activation,1,Oct_12_17,No,Good,,,
-80,-0.01953125,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-75,-0.015563965,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-70,-0.020141602,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-65,-0.023498535,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-60,-0.035095215,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-55,-0.012207031,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-50,-0.026245117,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-45,-0.034484863,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-40,-0.016174316,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-35,-0.029602051,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-30,-0.045776367,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-25,-0.04119873,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-20,-0.078125,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-15,-0.233764648,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-10,-0.572814941,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-5,-0.808410645,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
0,-0.894165039,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
5,-0.877380371,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
10,-0.827941895,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
15,-0.729675293,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
20,-0.647583008,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
25,-0.54901123,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
30,-0.466918945,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
35,-0.400695801,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
40,-0.313720703,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
45,-0.240783691,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
50,-0.179138184,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
55,-0.138549805,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
60,-0.085754395,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
65,-0.015869141,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
70,0.008850098,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
75,0.033569336,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
80,0.052490234,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
85,0.049743652,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
90,0.057678223,Gmouse,activation,1,Oct_12_17,Yes,Good,,,
-80,-0.036010742,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-75,-0.035705566,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-70,-0.041809082,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-65,-0.03326416,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-60,-0.035400391,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-55,-0.042419434,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-50,-0.012207031,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-45,-0.027160645,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-40,-0.028686523,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-35,-0.047607422,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-30,-0.065002441,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-25,-0.078735352,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-20,-0.092468262,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-15,-0.27557373,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-10,-0.561523438,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-5,-0.730895996,Gmouse,activation,1,Oct_12_17,Late,Good,,,
0,-0.786743164,Gmouse,activation,1,Oct_12_17,Late,Good,,,
5,-0.751647949,Gmouse,activation,1,Oct_12_17,Late,Good,,,
10,-0.664978027,Gmouse,activation,1,Oct_12_17,Late,Good,,,
15,-0.59387207,Gmouse,activation,1,Oct_12_17,Late,Good,,,
20,-0.510864258,Gmouse,activation,1,Oct_12_17,Late,Good,,,
25,-0.432739258,Gmouse,activation,1,Oct_12_17,Late,Good,,,
30,-0.336303711,Gmouse,activation,1,Oct_12_17,Late,Good,,,
35,-0.268554688,Gmouse,activation,1,Oct_12_17,Late,Good,,,
40,-0.225830078,Gmouse,activation,1,Oct_12_17,Late,Good,,,
45,-0.196533203,Gmouse,activation,1,Oct_12_17,Late,Good,,,
50,-0.138549805,Gmouse,activation,1,Oct_12_17,Late,Good,,,
55,-0.087890625,Gmouse,activation,1,Oct_12_17,Late,Good,,,
60,-0.035095215,Gmouse,activation,1,Oct_12_17,Late,Good,,,
65,0.012207031,Gmouse,activation,1,Oct_12_17,Late,Good,,,
70,0.029296875,Gmouse,activation,1,Oct_12_17,Late,Good,,,
75,0.017700195,Gmouse,activation,1,Oct_12_17,Late,Good,,,
80,0.023803711,Gmouse,activation,1,Oct_12_17,Late,Good,,,
85,0.040588379,Gmouse,activation,1,Oct_12_17,Late,Good,,,
90,0.048828125,Gmouse,activation,1,Oct_12_17,Late,Good,,,
-80,-0.03112793,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-75,-0.028076172,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-70,-0.03326416,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-65,-0.028991699,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-60,-0.042419434,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-55,-0.029296875,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-50,-0.036315918,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-45,-0.029602051,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-40,-0.028991699,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-35,-0.027770996,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-30,-0.019836426,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-25,-0.048522949,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-20,-0.197753906,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-15,-0.888671875,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-10,-3.045959473,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-5,-3.913269043,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
0,-3.954772949,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
5,-3.657531738,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
10,-3.337402344,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
15,-2.981262207,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
20,-2.629089355,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
25,-2.284240723,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
30,-1.983032227,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
35,-1.66229248,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
40,-1.293640137,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
45,-0.899353027,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
50,-0.504760742,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
55,-0.10925293,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
60,0.066223145,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
65,0.063476563,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
70,0.057678223,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
75,0.042114258,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
80,0.056152344,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
85,0.083312988,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
90,0.071716309,DiDiiiNC,activation,1,Oct_12_17,No,Good,,,
-80,-0.01739502,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-75,-0.028076172,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-70,-0.031738281,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-65,-0.032653809,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-60,-0.02746582,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-55,-0.037536621,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-50,-0.04699707,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-45,-0.090942383,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-40,-0.175476074,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-35,-0.256958008,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-30,-0.302734375,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-25,-0.361938477,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-20,-0.556335449,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-15,-1.239318848,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-10,-2.39440918,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-5,-2.791442871,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
0,-2.756652832,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
5,-2.523498535,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
10,-2.304077148,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
15,-2.037963867,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
20,-1.790466309,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
25,-1.513061523,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
30,-1.287536621,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
35,-1.11907959,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
40,-0.90423584,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
45,-0.640258789,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
50,-0.381164551,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
55,-0.075683594,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
60,0.034484863,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
65,0.028381348,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
70,0.052490234,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
75,0.034484863,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
80,0.061950684,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
85,0.034790039,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
90,0.05645752,DiDiiiNC,activation,1,Oct_12_17,Yes,Good,,,
-80,-0.018920898,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-75,-0.035705566,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-70,-0.034179688,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-65,-0.026245117,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-60,-0.034179688,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-55,-0.050048828,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-50,-0.050964355,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-45,-0.127563477,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-40,-0.196228027,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-35,-0.260620117,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-30,-0.348815918,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-25,-0.419616699,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-20,-0.58013916,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-15,-1.172790527,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-10,-2.071533203,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-5,-2.394714355,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
0,-2.378540039,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
5,-2.195129395,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
10,-1.989746094,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
15,-1.74041748,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
20,-1.507568359,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
25,-1.293334961,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
30,-1.089782715,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
35,-0.914916992,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
40,-0.659179688,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
45,-0.379943848,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
50,-0.109863281,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
55,0.037841797,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
60,0.005493164,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
65,0.021362305,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
70,0.043640137,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
75,0.053710938,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
80,0.053405762,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
85,0.05279541,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
90,0.051574707,DiDiiiNC,activation,1,Oct_12_17,Late,Good,,,
-80,-0.033874512,NoC,activation,2,Oct_12_17,No,Good,,,
-75,-0.040588379,NoC,activation,2,Oct_12_17,No,Good,,,
-70,-0.023803711,NoC,activation,2,Oct_12_17,No,Good,,,
-65,-0.020141602,NoC,activation,2,Oct_12_17,No,Good,,,
-60,-0.021057129,NoC,activation,2,Oct_12_17,No,Good,,,
-55,-0.016174316,NoC,activation,2,Oct_12_17,No,Good,,,
-50,-0.028076172,NoC,activation,2,Oct_12_17,No,Good,,,
-45,-0.011901855,NoC,activation,2,Oct_12_17,No,Good,,,
-40,-0.006408691,NoC,activation,2,Oct_12_17,No,Good,,,
-35,-0.010986328,NoC,activation,2,Oct_12_17,No,Good,,,
-30,-0.001220703,NoC,activation,2,Oct_12_17,No,Good,,,
-25,-0.023193359,NoC,activation,2,Oct_12_17,No,Good,,,
-20,-0.09979248,NoC,activation,2,Oct_12_17,No,Good,,,
-15,-0.516357422,NoC,activation,2,Oct_12_17,No,Good,,,
-10,-2.969360352,NoC,activation,2,Oct_12_17,No,Good,,,
-5,-3.804016113,NoC,activation,2,Oct_12_17,No,Good,,,
0,-3.820800781,NoC,activation,2,Oct_12_17,No,Good,,,
5,-3.632507324,NoC,activation,2,Oct_12_17,No,Good,,,
10,-3.367919922,NoC,activation,2,Oct_12_17,No,Good,,,
15,-3.07800293,NoC,activation,2,Oct_12_17,No,Good,,,
20,-2.789001465,NoC,activation,2,Oct_12_17,No,Good,,,
25,-2.481994629,NoC,activation,2,Oct_12_17,No,Good,,,
30,-2.198486328,NoC,activation,2,Oct_12_17,No,Good,,,
35,-1.936340332,NoC,activation,2,Oct_12_17,No,Good,,,
40,-1.686706543,NoC,activation,2,Oct_12_17,No,Good,,,
45,-1.427612305,NoC,activation,2,Oct_12_17,No,Good,,,
50,-1.204223633,NoC,activation,2,Oct_12_17,No,Good,,,
55,-1.026306152,NoC,activation,2,Oct_12_17,No,Good,,,
60,-0.840454102,NoC,activation,2,Oct_12_17,No,Good,,,
65,-0.621337891,NoC,activation,2,Oct_12_17,No,Good,,,
70,-0.413818359,NoC,activation,2,Oct_12_17,No,Good,,,
75,-0.186767578,NoC,activation,2,Oct_12_17,No,Good,,,
80,0.020446777,NoC,activation,2,Oct_12_17,No,Good,,,
85,0.14831543,NoC,activation,2,Oct_12_17,No,Good,,,
90,0.159301758,NoC,activation,2,Oct_12_17,No,Good,,,
-80,-0.028686523,NoC,activation,2,Oct_12_17,Yes,Good,,,
-75,-0.011901855,NoC,activation,2,Oct_12_17,Yes,Good,,,
-70,-0.010681152,NoC,activation,2,Oct_12_17,Yes,Good,,,
-65,-0.018615723,NoC,activation,2,Oct_12_17,Yes,Good,,,
-60,-0.022277832,NoC,activation,2,Oct_12_17,Yes,Good,,,
-55,-0.025939941,NoC,activation,2,Oct_12_17,Yes,Good,,,
-50,-0.029602051,NoC,activation,2,Oct_12_17,Yes,Good,,,
-45,-0.039672852,NoC,activation,2,Oct_12_17,Yes,Good,,,
-40,-0.059814453,NoC,activation,2,Oct_12_17,Yes,Good,,,
-35,-0.091247559,NoC,activation,2,Oct_12_17,Yes,Good,,,
-30,-0.121765137,NoC,activation,2,Oct_12_17,Yes,Good,,,
-25,-0.184020996,NoC,activation,2,Oct_12_17,Yes,Good,,,
-20,-0.317382813,NoC,activation,2,Oct_12_17,Yes,Good,,,
-15,-0.99395752,NoC,activation,2,Oct_12_17,Yes,Good,,,
-10,-2.53326416,NoC,activation,2,Oct_12_17,Yes,Good,,,
-5,-2.869873047,NoC,activation,2,Oct_12_17,Yes,Good,,,
0,-2.809448242,NoC,activation,2,Oct_12_17,Yes,Good,,,
5,-2.643432617,NoC,activation,2,Oct_12_17,Yes,Good,,,
10,-2.433776855,NoC,activation,2,Oct_12_17,Yes,Good,,,
15,-2.20703125,NoC,activation,2,Oct_12_17,Yes,Good,,,
20,-2.002868652,NoC,activation,2,Oct_12_17,Yes,Good,,,
25,-1.776733398,NoC,activation,2,Oct_12_17,Yes,Good,,,
30,-1.575927734,NoC,activation,2,Oct_12_17,Yes,Good,,,
35,-1.405029297,NoC,activation,2,Oct_12_17,Yes,Good,,,
40,-1.235961914,NoC,activation,2,Oct_12_17,Yes,Good,,,
45,-1.040039063,NoC,activation,2,Oct_12_17,Yes,Good,,,
50,-0.895996094,NoC,activation,2,Oct_12_17,Yes,Good,,,
55,-0.778198242,NoC,activation,2,Oct_12_17,Yes,Good,,,
60,-0.635375977,NoC,activation,2,Oct_12_17,Yes,Good,,,
65,-0.486755371,NoC,activation,2,Oct_12_17,Yes,Good,,,
70,-0.335998535,NoC,activation,2,Oct_12_17,Yes,Good,,,
75,-0.177001953,NoC,activation,2,Oct_12_17,Yes,Good,,,
80,-0.015869141,NoC,activation,2,Oct_12_17,Yes,Good,,,
85,0.116271973,NoC,activation,2,Oct_12_17,Yes,Good,,,
90,0.171508789,NoC,activation,2,Oct_12_17,Yes,Good,,,
-80,-0.034484863,NoC,activation,2,Oct_12_17,Late,Good,,,
-75,-0.01739502,NoC,activation,2,Oct_12_17,Late,Good,,,
-70,-0.023803711,NoC,activation,2,Oct_12_17,Late,Good,,,
-65,-0.012817383,NoC,activation,2,Oct_12_17,Late,Good,,,
-60,-0.016174316,NoC,activation,2,Oct_12_17,Late,Good,,,
-55,-0.014953613,NoC,activation,2,Oct_12_17,Late,Good,,,
-50,-0.032958984,NoC,activation,2,Oct_12_17,Late,Good,,,
-45,-0.035705566,NoC,activation,2,Oct_12_17,Late,Good,,,
-40,-0.08392334,NoC,activation,2,Oct_12_17,Late,Good,,,
-35,-0.097045898,NoC,activation,2,Oct_12_17,Late,Good,,,
-30,-0.167236328,NoC,activation,2,Oct_12_17,Late,Good,,,
-25,-0.210266113,NoC,activation,2,Oct_12_17,Late,Good,,,
-20,-0.367736816,NoC,activation,2,Oct_12_17,Late,Good,,,
-15,-1.019897461,NoC,activation,2,Oct_12_17,Late,Good,,,
-10,-2.243652344,NoC,activation,2,Oct_12_17,Late,Good,,,
-5,-2.526245117,NoC,activation,2,Oct_12_17,Late,Good,,,
0,-2.499084473,NoC,activation,2,Oct_12_17,Late,Good,,,
5,-2.344055176,NoC,activation,2,Oct_12_17,Late,Good,,,
10,-2.182006836,NoC,activation,2,Oct_12_17,Late,Good,,,
15,-1.962585449,NoC,activation,2,Oct_12_17,Late,Good,,,
20,-1.774597168,NoC,activation,2,Oct_12_17,Late,Good,,,
25,-1.576538086,NoC,activation,2,Oct_12_17,Late,Good,,,
30,-1.39251709,NoC,activation,2,Oct_12_17,Late,Good,,,
35,-1.223144531,NoC,activation,2,Oct_12_17,Late,Good,,,
40,-1.077575684,NoC,activation,2,Oct_12_17,Late,Good,,,
45,-0.921630859,NoC,activation,2,Oct_12_17,Late,Good,,,
50,-0.78338623,NoC,activation,2,Oct_12_17,Late,Good,,,
55,-0.623168945,NoC,activation,2,Oct_12_17,Late,Good,,,
60,-0.439453125,NoC,activation,2,Oct_12_17,Late,Good,,,
65,-0.273742676,NoC,activation,2,Oct_12_17,Late,Good,,,
70,-0.137329102,NoC,activation,2,Oct_12_17,Late,Good,,,
75,0.029907227,NoC,activation,2,Oct_12_17,Late,Good,,,
80,0.081176758,NoC,activation,2,Oct_12_17,Late,Good,,,
85,0.099182129,NoC,activation,2,Oct_12_17,Late,Good,,,
90,0.09979248,NoC,activation,2,Oct_12_17,Late,Good,,,
-80,-0.012512207,Gmouse,activation,2,Oct_12_17,No,Good,,,
-75,-0.021972656,Gmouse,activation,2,Oct_12_17,No,Good,,,
-70,-0.024108887,Gmouse,activation,2,Oct_12_17,No,Good,,,
-65,-0.039672852,Gmouse,activation,2,Oct_12_17,No,Good,,,
-60,-0.006103516,Gmouse,activation,2,Oct_12_17,No,Good,,,
-55,-0.04119873,Gmouse,activation,2,Oct_12_17,No,Good,,,
-50,-0.00213623,Gmouse,activation,2,Oct_12_17,No,Good,,,
-45,-0.029602051,Gmouse,activation,2,Oct_12_17,No,Good,,,
-40,0.000305176,Gmouse,activation,2,Oct_12_17,No,Good,,,
-35,-0.012817383,Gmouse,activation,2,Oct_12_17,No,Good,,,
-30,-0.023803711,Gmouse,activation,2,Oct_12_17,No,Good,,,
-25,-0.019836426,Gmouse,activation,2,Oct_12_17,No,Good,,,
-20,-0.088806152,Gmouse,activation,2,Oct_12_17,No,Good,,,
-15,-0.25390625,Gmouse,activation,2,Oct_12_17,No,Good,,,
-10,-1.147155762,Gmouse,activation,2,Oct_12_17,No,Good,,,
-5,-2.157897949,Gmouse,activation,2,Oct_12_17,No,Good,,,
0,-2.421569824,Gmouse,activation,2,Oct_12_17,No,Good,,,
5,-2.368164063,Gmouse,activation,2,Oct_12_17,No,Good,,,
10,-2.22442627,Gmouse,activation,2,Oct_12_17,No,Good,,,
15,-1.99005127,Gmouse,activation,2,Oct_12_17,No,Good,,,
20,-1.760559082,Gmouse,activation,2,Oct_12_17,No,Good,,,
25,-1.50390625,Gmouse,activation,2,Oct_12_17,No,Good,,,
30,-1.301269531,Gmouse,activation,2,Oct_12_17,No,Good,,,
35,-1.080932617,Gmouse,activation,2,Oct_12_17,No,Good,,,
40,-0.888671875,Gmouse,activation,2,Oct_12_17,No,Good,,,
45,-0.713806152,Gmouse,activation,2,Oct_12_17,No,Good,,,
50,-0.581054688,Gmouse,activation,2,Oct_12_17,No,Good,,,
55,-0.422363281,Gmouse,activation,2,Oct_12_17,No,Good,,,
60,-0.22277832,Gmouse,activation,2,Oct_12_17,No,Good,,,
65,-0.01953125,Gmouse,activation,2,Oct_12_17,No,Good,,,
70,0.087890625,Gmouse,activation,2,Oct_12_17,No,Good,,,
75,0.076293945,Gmouse,activation,2,Oct_12_17,No,Good,,,
80,0.100097656,Gmouse,activation,2,Oct_12_17,No,Good,,,
85,0.109558105,Gmouse,activation,2,Oct_12_17,No,Good,,,
90,0.09979248,Gmouse,activation,2,Oct_12_17,No,Good,,,
-80,-0.04486084,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-75,-0.022888184,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-70,-0.024414063,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-65,-0.014953613,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-60,-0.032653809,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-55,-0.02166748,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-50,-0.02166748,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-45,-0.022888184,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-40,-0.035095215,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-35,-0.01739502,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-30,-0.030822754,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-25,-0.061645508,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-20,-0.104370117,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-15,-0.345153809,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-10,-1.178283691,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
-5,-1.931762695,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
0,-2.127380371,Gmouse,activation,2,Oct_12_17,Yes,Good,,,
