Voltage,Current,Species,Recording,replicate,Date,Venom,Set
-50,-0.007629395,Gmouse,activation,3,Jan_06_17,Yes,41
-45,-0.036010742,Gmouse,activation,3,Jan_06_17,Yes,41
-40,-0.028076172,Gmouse,activation,3,Jan_06_17,Yes,41
-35,-0.029602051,Gmouse,activation,3,Jan_06_17,Yes,41
-30,-0.044555664,Gmouse,activation,3,Jan_06_17,Yes,41
-25,-0.070495605,Gmouse,activation,3,Jan_06_17,Yes,41
-20,-0.090942383,Gmouse,activation,3,Jan_06_17,Yes,41
-15,-0.188293457,Gmouse,activation,3,Jan_06_17,Yes,41
-10,-0.473937988,Gmouse,activation,3,Jan_06_17,Yes,41
-5,-0.855102539,Gmouse,activation,3,Jan_06_17,Yes,41
0,-1.116638184,Gmouse,activation,3,Jan_06_17,Yes,41
5,-1.206970215,Gmouse,activation,3,Jan_06_17,Yes,41
10,-1.196899414,Gmouse,activation,3,Jan_06_17,Yes,41
15,-1.157226563,Gmouse,activation,3,Jan_06_17,Yes,41
20,-1.088256836,Gmouse,activation,3,Jan_06_17,Yes,41
25,-1.00189209,Gmouse,activation,3,Jan_06_17,Yes,41
30,-0.928039551,Gmouse,activation,3,Jan_06_17,Yes,41
35,-0.847473145,Gmouse,activation,3,Jan_06_17,Yes,41
40,-0.777587891,Gmouse,activation,3,Jan_06_17,Yes,41
45,-0.697021484,Gmouse,activation,3,Jan_06_17,Yes,41
50,-0.63873291,Gmouse,activation,3,Jan_06_17,Yes,41
55,-0.542297363,Gmouse,activation,3,Jan_06_17,Yes,41
60,-0.427856445,Gmouse,activation,3,Jan_06_17,Yes,41
65,-0.335693359,Gmouse,activation,3,Jan_06_17,Yes,41
70,-0.223083496,Gmouse,activation,3,Jan_06_17,Yes,41
75,-0.131530762,Gmouse,activation,3,Jan_06_17,Yes,41
80,-0.043029785,Gmouse,activation,3,Jan_06_17,Yes,41
85,0.000915527,Gmouse,activation,3,Jan_06_17,Yes,41
90,0.035400391,Gmouse,activation,3,Jan_06_17,Yes,41
-80,-0.025634766,Gmouse,activation,3,Jan_06_17,Late,41
-75,-0.033874512,Gmouse,activation,3,Jan_06_17,Late,41
-70,-0.018005371,Gmouse,activation,3,Jan_06_17,Late,41
-65,-0.011291504,Gmouse,activation,3,Jan_06_17,Late,41
-60,-0.014648438,Gmouse,activation,3,Jan_06_17,Late,41
-55,-0.016784668,Gmouse,activation,3,Jan_06_17,Late,41
-50,-0.021362305,Gmouse,activation,3,Jan_06_17,Late,41
-45,-0.011291504,Gmouse,activation,3,Jan_06_17,Late,41
-40,-0.025024414,Gmouse,activation,3,Jan_06_17,Late,41
-35,-0.038452148,Gmouse,activation,3,Jan_06_17,Late,41
-30,-0.057067871,Gmouse,activation,3,Jan_06_17,Late,41
-25,-0.082702637,Gmouse,activation,3,Jan_06_17,Late,41
-20,-0.091247559,Gmouse,activation,3,Jan_06_17,Late,41
-15,-0.208435059,Gmouse,activation,3,Jan_06_17,Late,41
-10,-0.509338379,Gmouse,activation,3,Jan_06_17,Late,41
-5,-0.877075195,Gmouse,activation,3,Jan_06_17,Late,41
0,-1.06262207,Gmouse,activation,3,Jan_06_17,Late,41
5,-1.100769043,Gmouse,activation,3,Jan_06_17,Late,41
10,-1.066894531,Gmouse,activation,3,Jan_06_17,Late,41
15,-1.017456055,Gmouse,activation,3,Jan_06_17,Late,41
20,-0.980529785,Gmouse,activation,3,Jan_06_17,Late,41
25,-0.899353027,Gmouse,activation,3,Jan_06_17,Late,41
30,-0.80871582,Gmouse,activation,3,Jan_06_17,Late,41
35,-0.782775879,Gmouse,activation,3,Jan_06_17,Late,41
40,-0.705871582,Gmouse,activation,3,Jan_06_17,Late,41
45,-0.631713867,Gmouse,activation,3,Jan_06_17,Late,41
50,-0.5859375,Gmouse,activation,3,Jan_06_17,Late,41
55,-0.540466309,Gmouse,activation,3,Jan_06_17,Late,41
60,-0.470275879,Gmouse,activation,3,Jan_06_17,Late,41
65,-0.390014648,Gmouse,activation,3,Jan_06_17,Late,41
70,-0.311584473,Gmouse,activation,3,Jan_06_17,Late,41
75,-0.227966309,Gmouse,activation,3,Jan_06_17,Late,41
80,-0.161437988,Gmouse,activation,3,Jan_06_17,Late,41
85,-0.082092285,Gmouse,activation,3,Jan_06_17,Late,41
90,-0.026855469,Gmouse,activation,3,Jan_06_17,Late,41
-80,-0.014038086,Di,activation,3,Jan_06_17,No,41
-75,-0.015258789,Di,activation,3,Jan_06_17,No,41
-70,-0.014038086,Di,activation,3,Jan_06_17,No,41
-65,-0.014343262,Di,activation,3,Jan_06_17,No,41
-60,-0.022888184,Di,activation,3,Jan_06_17,No,41
-55,-0.014038086,Di,activation,3,Jan_06_17,No,41
-50,-0.007019043,Di,activation,3,Jan_06_17,No,41
-45,-0.011291504,Di,activation,3,Jan_06_17,No,41
-40,-0.01373291,Di,activation,3,Jan_06_17,No,41
-35,-0.008239746,Di,activation,3,Jan_06_17,No,41
-30,-0.016479492,Di,activation,3,Jan_06_17,No,41
-25,-0.019226074,Di,activation,3,Jan_06_17,No,41
-20,-0.094909668,Di,activation,3,Jan_06_17,No,41
-15,-0.520935059,Di,activation,3,Jan_06_17,No,41
-10,-1.983337402,Di,activation,3,Jan_06_17,No,41
-5,-2.301635742,Di,activation,3,Jan_06_17,No,41
0,-2.35534668,Di,activation,3,Jan_06_17,No,41
5,-2.292480469,Di,activation,3,Jan_06_17,No,41
10,-2.201538086,Di,activation,3,Jan_06_17,No,41
15,-2.078552246,Di,activation,3,Jan_06_17,No,41
20,-1.954040527,Di,activation,3,Jan_06_17,No,41
25,-1.856689453,Di,activation,3,Jan_06_17,No,41
30,-1.712036133,Di,activation,3,Jan_06_17,No,41
35,-1.614379883,Di,activation,3,Jan_06_17,No,41
40,-1.50177002,Di,activation,3,Jan_06_17,No,41
45,-1.389770508,Di,activation,3,Jan_06_17,No,41
50,-1.296386719,Di,activation,3,Jan_06_17,No,41
55,-1.214904785,Di,activation,3,Jan_06_17,No,41
60,-1.122131348,Di,activation,3,Jan_06_17,No,41
65,-1.034851074,Di,activation,3,Jan_06_17,No,41
70,-0.973510742,Di,activation,3,Jan_06_17,No,41
75,-0.905761719,Di,activation,3,Jan_06_17,No,41
80,-0.838623047,Di,activation,3,Jan_06_17,No,41
85,-0.736694336,Di,activation,3,Jan_06_17,No,41
90,-0.639038086,Di,activation,3,Jan_06_17,No,41
-80,-0.016784668,Di,activation,3,Jan_06_17,Yes,41
-75,-0.011291504,Di,activation,3,Jan_06_17,Yes,41
-70,-0.010070801,Di,activation,3,Jan_06_17,Yes,41
-65,-0.034179688,Di,activation,3,Jan_06_17,Yes,41
-60,-0.022888184,Di,activation,3,Jan_06_17,Yes,41
-55,-0.021057129,Di,activation,3,Jan_06_17,Yes,41
-50,-0.020446777,Di,activation,3,Jan_06_17,Yes,41
-45,-0.032958984,Di,activation,3,Jan_06_17,Yes,41
-40,-0.050354004,Di,activation,3,Jan_06_17,Yes,41
-35,-0.065002441,Di,activation,3,Jan_06_17,Yes,41
-30,-0.086975098,Di,activation,3,Jan_06_17,Yes,41
-25,-0.139160156,Di,activation,3,Jan_06_17,Yes,41
-20,-0.286865234,Di,activation,3,Jan_06_17,Yes,41
-15,-1.195983887,Di,activation,3,Jan_06_17,Yes,41
-10,-1.864013672,Di,activation,3,Jan_06_17,Yes,41
-5,-1.973571777,Di,activation,3,Jan_06_17,Yes,41
0,-1.943969727,Di,activation,3,Jan_06_17,Yes,41
5,-1.864624023,Di,activation,3,Jan_06_17,Yes,41
10,-1.774902344,Di,activation,3,Jan_06_17,Yes,41
15,-1.677246094,Di,activation,3,Jan_06_17,Yes,41
20,-1.588134766,Di,activation,3,Jan_06_17,Yes,41
25,-1.480407715,Di,activation,3,Jan_06_17,Yes,41
30,-1.395263672,Di,activation,3,Jan_06_17,Yes,41
35,-1.304626465,Di,activation,3,Jan_06_17,Yes,41
40,-1.228027344,Di,activation,3,Jan_06_17,Yes,41
45,-1.136779785,Di,activation,3,Jan_06_17,Yes,41
50,-1.050109863,Di,activation,3,Jan_06_17,Yes,41
55,-0.979614258,Di,activation,3,Jan_06_17,Yes,41
60,-0.911254883,Di,activation,3,Jan_06_17,Yes,41
65,-0.847473145,Di,activation,3,Jan_06_17,Yes,41
70,-0.804138184,Di,activation,3,Jan_06_17,Yes,41
75,-0.741271973,Di,activation,3,Jan_06_17,Yes,41
80,-0.689697266,Di,activation,3,Jan_06_17,Yes,41
85,-0.619506836,Di,activation,3,Jan_06_17,Yes,41
90,-0.553588867,Di,activation,3,Jan_06_17,Yes,41
-80,-0.010681152,Di,activation,3,Jan_06_17,Late,41
-75,-0.018615723,Di,activation,3,Jan_06_17,Late,41
-70,-0.030212402,Di,activation,3,Jan_06_17,Late,41
-65,-0.020446777,Di,activation,3,Jan_06_17,Late,41
-60,-0.004882813,Di,activation,3,Jan_06_17,Late,41
-55,-0.010070801,Di,activation,3,Jan_06_17,Late,41
-50,-0.022888184,Di,activation,3,Jan_06_17,Late,41
-45,-0.036621094,Di,activation,3,Jan_06_17,Late,41
-40,-0.051574707,Di,activation,3,Jan_06_17,Late,41
-35,-0.071411133,Di,activation,3,Jan_06_17,Late,41
-30,-0.105895996,Di,activation,3,Jan_06_17,Late,41
-25,-0.173034668,Di,activation,3,Jan_06_17,Late,41
-20,-0.437927246,Di,activation,3,Jan_06_17,Late,41
-15,-1.487731934,Di,activation,3,Jan_06_17,Late,41
-10,-1.813049316,Di,activation,3,Jan_06_17,Late,41
-5,-1.861877441,Di,activation,3,Jan_06_17,Late,41
0,-1.819458008,Di,activation,3,Jan_06_17,Late,41
5,-1.718444824,Di,activation,3,Jan_06_17,Late,41
10,-1.629943848,Di,activation,3,Jan_06_17,Late,41
15,-1.558837891,Di,activation,3,Jan_06_17,Late,41
20,-1.472473145,Di,activation,3,Jan_06_17,Late,41
25,-1.357116699,Di,activation,3,Jan_06_17,Late,41
30,-1.272888184,Di,activation,3,Jan_06_17,Late,41
35,-1.203613281,Di,activation,3,Jan_06_17,Late,41
40,-1.141662598,Di,activation,3,Jan_06_17,Late,41
45,-1.04095459,Di,activation,3,Jan_06_17,Late,41
50,-0.975036621,Di,activation,3,Jan_06_17,Late,41
55,-0.902404785,Di,activation,3,Jan_06_17,Late,41
60,-0.855407715,Di,activation,3,Jan_06_17,Late,41
65,-0.787963867,Di,activation,3,Jan_06_17,Late,41
70,-0.737304688,Di,activation,3,Jan_06_17,Late,41
75,-0.683288574,Di,activation,3,Jan_06_17,Late,41
80,-0.626831055,Di,activation,3,Jan_06_17,Late,41
85,-0.575866699,Di,activation,3,Jan_06_17,Late,41
90,-0.522460938,Di,activation,3,Jan_06_17,Late,41
-80,-0.01373291,DiDiiiNC,activation,4,Jan_06_17,No,41
-75,-0.022277832,DiDiiiNC,activation,4,Jan_06_17,No,41
-70,-0.023498535,DiDiiiNC,activation,4,Jan_06_17,No,41
-65,-0.038146973,DiDiiiNC,activation,4,Jan_06_17,No,41
-60,-0.018615723,DiDiiiNC,activation,4,Jan_06_17,No,41
-55,-0.014038086,DiDiiiNC,activation,4,Jan_06_17,No,41
-50,-0.003051758,DiDiiiNC,activation,4,Jan_06_17,No,41
-45,-0.009765625,DiDiiiNC,activation,4,Jan_06_17,No,41
-40,-0.008239746,DiDiiiNC,activation,4,Jan_06_17,No,41
-35,-0.014648438,DiDiiiNC,activation,4,Jan_06_17,No,41
-30,-0.021972656,DiDiiiNC,activation,4,Jan_06_17,No,41
-25,-0.018310547,DiDiiiNC,activation,4,Jan_06_17,No,41
-20,-0.084228516,DiDiiiNC,activation,4,Jan_06_17,No,41
-15,-0.494995117,DiDiiiNC,activation,4,Jan_06_17,No,41
-10,-1.170654297,DiDiiiNC,activation,4,Jan_06_17,No,41
-5,-1.469726563,DiDiiiNC,activation,4,Jan_06_17,No,41
0,-1.54083252,DiDiiiNC,activation,4,Jan_06_17,No,41
5,-1.51184082,DiDiiiNC,activation,4,Jan_06_17,No,41
10,-1.441345215,DiDiiiNC,activation,4,Jan_06_17,No,41
15,-1.320800781,DiDiiiNC,activation,4,Jan_06_17,No,41
20,-1.196289063,DiDiiiNC,activation,4,Jan_06_17,No,41
25,-1.104431152,DiDiiiNC,activation,4,Jan_06_17,No,41
30,-1.015014648,DiDiiiNC,activation,4,Jan_06_17,No,41
35,-0.919799805,DiDiiiNC,activation,4,Jan_06_17,No,41
40,-0.832824707,DiDiiiNC,activation,4,Jan_06_17,No,41
45,-0.739746094,DiDiiiNC,activation,4,Jan_06_17,No,41
50,-0.655517578,DiDiiiNC,activation,4,Jan_06_17,No,41
55,-0.587158203,DiDiiiNC,activation,4,Jan_06_17,No,41
60,-0.512390137,DiDiiiNC,activation,4,Jan_06_17,No,41
65,-0.453186035,DiDiiiNC,activation,4,Jan_06_17,No,41
70,-0.385131836,DiDiiiNC,activation,4,Jan_06_17,No,41
75,-0.330505371,DiDiiiNC,activation,4,Jan_06_17,No,41
80,-0.27130127,DiDiiiNC,activation,4,Jan_06_17,No,41
85,-0.224914551,DiDiiiNC,activation,4,Jan_06_17,No,41
90,-0.171508789,DiDiiiNC,activation,4,Jan_06_17,No,41
-80,-0.01373291,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-75,0.005187988,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-70,-0.002441406,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-65,-0.014648438,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-60,-0.011901855,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-55,-0.011901855,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-50,-0.027160645,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-45,-0.035705566,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-40,-0.044555664,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-35,-0.058898926,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-30,-0.083312988,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-25,-0.130310059,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-20,-0.250244141,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-15,-0.921325684,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-10,-1.345825195,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-5,-1.511535645,DiDiiiNC,activation,4,Jan_06_17,Yes,41
0,-1.536865234,DiDiiiNC,activation,4,Jan_06_17,Yes,41
5,-1.488952637,DiDiiiNC,activation,4,Jan_06_17,Yes,41
10,-1.391296387,DiDiiiNC,activation,4,Jan_06_17,Yes,41
15,-1.285095215,DiDiiiNC,activation,4,Jan_06_17,Yes,41
20,-1.17767334,DiDiiiNC,activation,4,Jan_06_17,Yes,41
25,-1.069030762,DiDiiiNC,activation,4,Jan_06_17,Yes,41
30,-0.960693359,DiDiiiNC,activation,4,Jan_06_17,Yes,41
35,-0.870056152,DiDiiiNC,activation,4,Jan_06_17,Yes,41
40,-0.780334473,DiDiiiNC,activation,4,Jan_06_17,Yes,41
45,-0.703735352,DiDiiiNC,activation,4,Jan_06_17,Yes,41
50,-0.645751953,DiDiiiNC,activation,4,Jan_06_17,Yes,41
55,-0.57434082,DiDiiiNC,activation,4,Jan_06_17,Yes,41
60,-0.52520752,DiDiiiNC,activation,4,Jan_06_17,Yes,41
65,-0.44921875,DiDiiiNC,activation,4,Jan_06_17,Yes,41
70,-0.39855957,DiDiiiNC,activation,4,Jan_06_17,Yes,41
75,-0.327453613,DiDiiiNC,activation,4,Jan_06_17,Yes,41
80,-0.29296875,DiDiiiNC,activation,4,Jan_06_17,Yes,41
85,-0.242004395,DiDiiiNC,activation,4,Jan_06_17,Yes,41
90,-0.16998291,DiDiiiNC,activation,4,Jan_06_17,Yes,41
-80,-0.029296875,Gmouse,activation,4,Jan_06_17,No,41
-75,-0.033569336,Gmouse,activation,4,Jan_06_17,No,41
-70,-0.035095215,Gmouse,activation,4,Jan_06_17,No,41
-65,-0.048522949,Gmouse,activation,4,Jan_06_17,No,41
-60,-0.029907227,Gmouse,activation,4,Jan_06_17,No,41
-55,-0.016479492,Gmouse,activation,4,Jan_06_17,No,41
-50,-0.017089844,Gmouse,activation,4,Jan_06_17,No,41
-45,-0.024414063,Gmouse,activation,4,Jan_06_17,No,41
-40,-0.025024414,Gmouse,activation,4,Jan_06_17,No,41
-35,-0.006713867,Gmouse,activation,4,Jan_06_17,No,41
-30,-0.017089844,Gmouse,activation,4,Jan_06_17,No,41
-25,-0.021362305,Gmouse,activation,4,Jan_06_17,No,41
-20,-0.11138916,Gmouse,activation,4,Jan_06_17,No,41
-15,-0.454101563,Gmouse,activation,4,Jan_06_17,No,41
-10,-1.789550781,Gmouse,activation,4,Jan_06_17,No,41
-5,-2.682189941,Gmouse,activation,4,Jan_06_17,No,41
0,-2.937927246,Gmouse,activation,4,Jan_06_17,No,41
5,-2.955627441,Gmouse,activation,4,Jan_06_17,No,41
10,-2.858581543,Gmouse,activation,4,Jan_06_17,No,41
15,-2.711181641,Gmouse,activation,4,Jan_06_17,No,41
20,-2.604064941,Gmouse,activation,4,Jan_06_17,No,41
25,-2.479248047,Gmouse,activation,4,Jan_06_17,No,41
30,-2.316589355,Gmouse,activation,4,Jan_06_17,No,41
35,-2.154846191,Gmouse,activation,4,Jan_06_17,No,41
40,-2.037658691,Gmouse,activation,4,Jan_06_17,No,41
45,-1.902770996,Gmouse,activation,4,Jan_06_17,No,41
50,-1.805725098,Gmouse,activation,4,Jan_06_17,No,41
55,-1.704101563,Gmouse,activation,4,Jan_06_17,No,41
60,-1.575012207,Gmouse,activation,4,Jan_06_17,No,41
65,-1.484069824,Gmouse,activation,4,Jan_06_17,No,41
70,-1.394042969,Gmouse,activation,4,Jan_06_17,No,41
75,-1.291809082,Gmouse,activation,4,Jan_06_17,No,41
80,-1.193237305,Gmouse,activation,4,Jan_06_17,No,41
85,-1.083374023,Gmouse,activation,4,Jan_06_17,No,41
90,-0.977783203,Gmouse,activation,4,Jan_06_17,No,41
-80,-0.027770996,Gmouse,activation,4,Jan_06_17,Yes,41
-75,-0.027770996,Gmouse,activation,4,Jan_06_17,Yes,41
-70,-0.018005371,Gmouse,activation,4,Jan_06_17,Yes,41
-65,-0.018005371,Gmouse,activation,4,Jan_06_17,Yes,41
-60,-0.018005371,Gmouse,activation,4,Jan_06_17,Yes,41
-55,-0.034179688,Gmouse,activation,4,Jan_06_17,Yes,41
-50,-0.01739502,Gmouse,activation,4,Jan_06_17,Yes,41
-45,-0.01739502,Gmouse,activation,4,Jan_06_17,Yes,41
-40,-0.014343262,Gmouse,activation,4,Jan_06_17,Yes,41
-35,-0.018615723,Gmouse,activation,4,Jan_06_17,Yes,41
-30,-0.032348633,Gmouse,activation,4,Jan_06_17,Yes,41
-25,-0.050354004,Gmouse,activation,4,Jan_06_17,Yes,41
-20,-0.142211914,Gmouse,activation,4,Jan_06_17,Yes,41
-15,-0.534362793,Gmouse,activation,4,Jan_06_17,Yes,41
-10,-1.839599609,Gmouse,activation,4,Jan_06_17,Yes,41
-5,-2.529296875,Gmouse,activation,4,Jan_06_17,Yes,41
0,-2.699890137,Gmouse,activation,4,Jan_06_17,Yes,41
5,-2.674255371,Gmouse,activation,4,Jan_06_17,Yes,41
10,-2.596740723,Gmouse,activation,4,Jan_06_17,Yes,41
15,-2.480163574,Gmouse,activation,4,Jan_06_17,Yes,41
20,-2.364196777,Gmouse,activation,4,Jan_06_17,Yes,41
25,-2.190246582,Gmouse,activation,4,Jan_06_17,Yes,41
30,-2.05291748,Gmouse,activation,4,Jan_06_17,Yes,41
35,-1.943969727,Gmouse,activation,4,Jan_06_17,Yes,41
40,-1.823730469,Gmouse,activation,4,Jan_06_17,Yes,41
45,-1.68762207,Gmouse,activation,4,Jan_06_17,Yes,41
50,-1.596374512,Gmouse,activation,4,Jan_06_17,Yes,41
55,-1.46484375,Gmouse,activation,4,Jan_06_17,Yes,41
60,-1.35345459,Gmouse,activation,4,Jan_06_17,Yes,41
65,-1.283874512,Gmouse,activation,4,Jan_06_17,Yes,41
70,-1.199645996,Gmouse,activation,4,Jan_06_17,Yes,41
75,-1.108398438,Gmouse,activation,4,Jan_06_17,Yes,41
80,-1.011657715,Gmouse,activation,4,Jan_06_17,Yes,41
85,-0.892333984,Gmouse,activation,4,Jan_06_17,Yes,41
90,-0.786743164,Gmouse,activation,4,Jan_06_17,Yes,41
-80,-0.045471191,Gmouse,activation,4,Jan_06_17,Late,41
-75,-0.039672852,Gmouse,activation,4,Jan_06_17,Late,41
-70,-0.033874512,Gmouse,activation,4,Jan_06_17,Late,41
-65,-0.028991699,Gmouse,activation,4,Jan_06_17,Late,41
-60,-0.014953613,Gmouse,activation,4,Jan_06_17,Late,41
-55,-0.023803711,Gmouse,activation,4,Jan_06_17,Late,41
-50,-0.008544922,Gmouse,activation,4,Jan_06_17,Late,41
-45,-0.01159668,Gmouse,activation,4,Jan_06_17,Late,41
-40,-0.018310547,Gmouse,activation,4,Jan_06_17,Late,41
-35,-0.04119873,Gmouse,activation,4,Jan_06_17,Late,41
-30,-0.073852539,Gmouse,activation,4,Jan_06_17,Late,41
-25,-0.133056641,Gmouse,activation,4,Jan_06_17,Late,41
-20,-0.235595703,Gmouse,activation,4,Jan_06_17,Late,41
-15,-0.70892334,Gmouse,activation,4,Jan_06_17,Late,41
-10,-1.857299805,Gmouse,activation,4,Jan_06_17,Late,41
-5,-2.378234863,Gmouse,activation,4,Jan_06_17,Late,41
0,-2.512817383,Gmouse,activation,4,Jan_06_17,Late,41
5,-2.462768555,Gmouse,activation,4,Jan_06_17,Late,41
10,-2.361755371,Gmouse,activation,4,Jan_06_17,Late,41
15,-2.240600586,Gmouse,activation,4,Jan_06_17,Late,41
20,-2.149047852,Gmouse,activation,4,Jan_06_17,Late,41
25,-1.972961426,Gmouse,activation,4,Jan_06_17,Late,41
30,-1.860961914,Gmouse,activation,4,Jan_06_17,Late,41
35,-1.741333008,Gmouse,activation,4,Jan_06_17,Late,41
40,-1.609191895,Gmouse,activation,4,Jan_06_17,Late,41
45,-1.494750977,Gmouse,activation,4,Jan_06_17,Late,41
50,-1.416320801,Gmouse,activation,4,Jan_06_17,Late,41
55,-1.341247559,Gmouse,activation,4,Jan_06_17,Late,41
60,-1.215515137,Gmouse,activation,4,Jan_06_17,Late,41
65,-1.148376465,Gmouse,activation,4,Jan_06_17,Late,41
70,-1.073913574,Gmouse,activation,4,Jan_06_17,Late,41
75,-0.950622559,Gmouse,activation,4,Jan_06_17,Late,41
80,-0.83770752,Gmouse,activation,4,Jan_06_17,Late,41
85,-0.762939453,Gmouse,activation,4,Jan_06_17,Late,41
90,-0.667114258,Gmouse,activation,4,Jan_06_17,Late,41
-80,-0.028991699,Di,activation,4,Jan_06_17,No,41
-75,-0.030822754,Di,activation,4,Jan_06_17,No,41
-70,-0.01953125,Di,activation,4,Jan_06_17,No,41
-65,-0.014343262,Di,activation,4,Jan_06_17,No,41
-60,-0.026245117,Di,activation,4,Jan_06_17,No,41
-55,-0.022583008,Di,activation,4,Jan_06_17,No,41
-50,-0.018615723,Di,activation,4,Jan_06_17,No,41
-45,-0.008544922,Di,activation,4,Jan_06_17,No,41
-40,-0.001525879,Di,activation,4,Jan_06_17,No,41
-35,-0.009155273,Di,activation,4,Jan_06_17,No,41
-30,-0.022888184,Di,activation,4,Jan_06_17,No,41
-25,-0.069580078,Di,activation,4,Jan_06_17,No,41
-20,-0.421142578,Di,activation,4,Jan_06_17,No,41
-15,-2.567749023,Di,activation,4,Jan_06_17,No,41
-10,-3.027648926,Di,activation,4,Jan_06_17,No,41
-5,-3.143920898,Di,activation,4,Jan_06_17,No,41
0,-3.132629395,Di,activation,4,Jan_06_17,No,41
5,-3.024597168,Di,activation,4,Jan_06_17,No,41
10,-2.888793945,Di,activation,4,Jan_06_17,No,41
15,-2.752990723,Di,activation,4,Jan_06_17,No,41
20,-2.650146484,Di,activation,4,Jan_06_17,No,41
25,-2.490539551,Di,activation,4,Jan_06_17,No,41
30,-2.354431152,Di,activation,4,Jan_06_17,No,41
35,-2.225036621,Di,activation,4,Jan_06_17,No,41
40,-2.095336914,Di,activation,4,Jan_06_17,No,41
45,-1.941223145,Di,activation,4,Jan_06_17,No,41
50,-1.806945801,Di,activation,4,Jan_06_17,No,41
55,-1.703186035,Di,activation,4,Jan_06_17,No,41
60,-1.549987793,Di,activation,4,Jan_06_17,No,41
65,-1.377563477,Di,activation,4,Jan_06_17,No,41
70,-1.226806641,Di,activation,4,Jan_06_17,No,41
75,-1.080932617,Di,activation,4,Jan_06_17,No,41
80,-0.946960449,Di,activation,4,Jan_06_17,No,41
85,-0.805053711,Di,activation,4,Jan_06_17,No,41
90,-0.66986084,Di,activation,4,Jan_06_17,No,41
-80,-0.003356934,Di,activation,4,Jan_06_17,Yes,41
-75,-0.018310547,Di,activation,4,Jan_06_17,Yes,41
-70,-0.038146973,Di,activation,4,Jan_06_17,Yes,41
-65,-0.024414063,Di,activation,4,Jan_06_17,Yes,41
-60,-0.013427734,Di,activation,4,Jan_06_17,Yes,41
-55,-0.022583008,Di,activation,4,Jan_06_17,Yes,41
-50,-0.039672852,Di,activation,4,Jan_06_17,Yes,41
-45,-0.057067871,Di,activation,4,Jan_06_17,Yes,41
-40,-0.076904297,Di,activation,4,Jan_06_17,Yes,41
-35,-0.095825195,Di,activation,4,Jan_06_17,Yes,41
-30,-0.166320801,Di,activation,4,Jan_06_17,Yes,41
-25,-0.364685059,Di,activation,4,Jan_06_17,Yes,41
-20,-2.270812988,Di,activation,4,Jan_06_17,Yes,41
-15,-2.816467285,Di,activation,4,Jan_06_17,Yes,41
-10,-2.954101563,Di,activation,4,Jan_06_17,Yes,41
-5,-2.955932617,Di,activation,4,Jan_06_17,Yes,41
0,-2.872619629,Di,activation,4,Jan_06_17,Yes,41
5,-2.715454102,Di,activation,4,Jan_06_17,Yes,41
10,-2.590637207,Di,activation,4,Jan_06_17,Yes,41
15,-2.45300293,Di,activation,4,Jan_06_17,Yes,41
20,-2.319030762,Di,activation,4,Jan_06_17,Yes,41
25,-2.155151367,Di,activation,4,Jan_06_17,Yes,41
30,-2.010498047,Di,activation,4,Jan_06_17,Yes,41
35,-1.884155273,Di,activation,4,Jan_06_17,Yes,41
40,-1.788024902,Di,activation,4,Jan_06_17,Yes,41
45,-1.658325195,Di,activation,4,Jan_06_17,Yes,41
50,-1.524658203,Di,activation,4,Jan_06_17,Yes,41
55,-1.443481445,Di,activation,4,Jan_06_17,Yes,41
60,-1.313476563,Di,activation,4,Jan_06_17,Yes,41
65,-1.170349121,Di,activation,4,Jan_06_17,Yes,41
70,-1.091003418,Di,activation,4,Jan_06_17,Yes,41
75,-0.974121094,Di,activation,4,Jan_06_17,Yes,41
80,-0.847473145,Di,activation,4,Jan_06_17,Yes,41
85,-0.727539063,Di,activation,4,Jan_06_17,Yes,41
90,-0.600891113,Di,activation,4,Jan_06_17,Yes,41
-80,-0.02746582,Di,activation,4,Jan_06_17,Late,41
-75,-0.009460449,Di,activation,4,Jan_06_17,Late,41
-70,-0.006408691,Di,activation,4,Jan_06_17,Late,41
-65,-0.034179688,Di,activation,4,Jan_06_17,Late,41
-60,-0.028686523,Di,activation,4,Jan_06_17,Late,41
-55,-0.034790039,Di,activation,4,Jan_06_17,Late,41
-50,-0.061340332,Di,activation,4,Jan_06_17,Late,41
-45,-0.091552734,Di,activation,4,Jan_06_17,Late,41
-40,-0.147094727,Di,activation,4,Jan_06_17,Late,41
-35,-0.220031738,Di,activation,4,Jan_06_17,Late,41
-30,-0.281066895,Di,activation,4,Jan_06_17,Late,41
-25,-1.088256836,Di,activation,4,Jan_06_17,Late,41
-20,-2.295227051,Di,activation,4,Jan_06_17,Late,41
